hp_response_id,source_row,PROLIFIC_PID,treatment,allocation,memory,hp,social_proximity,sp_num,Market,category_num,category,classification_origin,similarity_dg_kw_control_rater_1,similarity_dg_kw_control_rater_2,similarity_dg_kw_control_rater_3,similarity_dg_kw_control_mean,similarity_dg_kw_market_rater_1,similarity_dg_kw_market_rater_2,similarity_dg_kw_market_rater_3,similarity_dg_kw_market_mean
HP3951,3951,5bc0c8bb1526430001e61bad,kw,4.0,It's very similar to the last three examples only less. ,8,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,4,4,15,7.666666666666667,52,0,3,18.333333333333332
HP3952,3952,5b1200ffd282ff00015c0154,kw,10.0,Losing a bet where it doesn't hurt that much,8,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,3,5,8,5.333333333333333,4,0,6,3.3333333333333335
HP3953,3953,62ba066a4093b931382ec48f,kw,12.0,This would remind me of a sale on any item where the sale price says 33 percent off listed price.,8,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,6,6,31,14.333333333333334,66,40,43,49.666666666666664
HP3954,3954,55d7805c69dbc30012b67f32,kw,6.0,This is similar to working for minimum wage ,8,No mention of recipient,0,1,3,Self-interest,gpt_5_6_round7,3,8,10,7.0,21,3,9,11.0
HP3955,3955,5e36f262185582000ae281b4,kw,10.0,being offered a small discount,8,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,15,8,31,18.0,71,35,41,49.0
HP3956,3956,666e0c9327fd060cb231509e,kw,12.0,"Less loss, but still bad. Like I made a hat and then had to give it away.",8,No mention of recipient,0,1,3,Self-interest,gpt_5_6_round7,34,12,19,21.666666666666668,9,10,12,10.333333333333334
HP3957,3957,5e505dcdad88cd0b518342d9,kw,11.0,"Taking a third off the price would be quite substantial, it makes me think of when you buy two items at the supermarket and get the third free.",8,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,6,6,32,14.666666666666666,66,40,42,49.333333333333336
HP3958,3958,5b8011a80a67ca0001cc3f9b,kw,10.0,This is a modest price discount that leaves room for profit. I would liken this to normal prices in a shop where there is a profit to be made at a reasonable price for consumers,8,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,inherited_hpmin,9,7,34,16.666666666666668,74,42,54,56.666666666666664
HP3959,3959,59607e59aba046000124bf07,kw,12.0,"Stocks and shares as this is variable and could go down in interest , hence -&4",8,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,2,4,6,4.0,30,10,15,18.333333333333332
HP3960,3960,640349ae900739316aca0f9f,kw,6.5,Finding a £5 note in the street and giving £1 to charity,8,No mention of recipient,0,1,1,Moral,gpt_5_6_round7,72,56,50,59.333333333333336,8,5,15,9.333333333333334
HP3961,3961,666272fcedf2850ab9824b47,kw,10.0,It feels similar to a café offering a small discount on coffee during a slow afternoon to encourage more customers to stop by.,8,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,inherited_hpmin,7,7,31,15.0,71,40,52,54.333333333333336
HP3962,3962,66621659860c05fcca83a646,kw,4.0,Tescos. A middle range supermarket. ,8,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,3,4,7,4.666666666666667,13,5,5,7.666666666666667
HP3963,3963,5e13859753e8469d270982c0,kw,6.0,Paying for a small item at a store,8,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,3,4,7,4.666666666666667,12,5,6,7.666666666666667
HP3964,3964,614e3f7def73ee04e730819e,kw,6.0,Splitting the price of a hotel with a friend but you pay a larger share of the price,8,Friend,4,1,1,Moral,gpt_5_6_round7,27,30,53,36.666666666666664,16,15,18,16.333333333333332
HP3965,3965,672a7e2aad8ecc9a5a2128dd,kw,12.0,This would be similar to a specific holiday special offer price. 4$ off $12 is a savings of 30% which might make consumers more likely to purchase something if on sale,8,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,6,6,31,14.333333333333334,68,45,47,53.333333333333336
HP3966,3966,653ab786a5162b73aac38bc9,kw,12.0,I have kept most of my money but lost some of it. I find this similar to when I had a car accident and had to pay for the repairs to my car because my insurance wouldn't cover the cost.,8,No mention of recipient,0,1,3,Self-interest,gpt_5_6_round7,5,7,11,7.666666666666667,8,0,14,7.333333333333333
HP3967,3967,612f86f8af34e91afac0451d,kw,12.0,"This would be approx. 33% off, but I can't think of anything where this is the case. Maybe like an offer of money off a gym membership.",8,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,6,6,30,14.0,64,38,41,47.666666666666664
HP3968,3968,5eb6cf3ef3a1805c660fd56c,kw,9.0,"An act of charity, giving something away to another",8,Abstract stranger,1,1,1,Moral,inherited_hpmin,55,58,60,57.666666666666664,8,5,12,8.333333333333334
HP3969,3969,6788199a271759466f1eb944,kw,12.0,"The data is still valuable, but not selling as quickly as I would like it to.",8,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,6,7,29,14.0,92,60,50,67.33333333333333
HP3970,3970,676057f153989704c62cdc7a,kw,12.0,Getting a small percentage discount on an item,8,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,5,6,30,13.666666666666666,64,35,40,46.333333333333336
HP3971,3971,67838f3e71616a9dcc042173,kw,8.0,25% discount promotion.,8,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,inherited_hpmin,5,6,31,14.0,63,35,42,46.666666666666664
HP3972,3972,60f8ecf62fd4924ff8ea9300,kw,9.0,a 25 percent off discount in the store,8,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,5,6,31,14.0,63,35,42,46.666666666666664
HP3973,3973,691cae7c882b7b58261d3dab,kw,12.0,Anxiety in older adults,8,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,0,1,1,0.6666666666666666,4,0,0,1.3333333333333333
HP3974,3974,663502026e662c1124df1b0b,kw,11.5,What do you mean what is it similar to? $8? That's the price of 2 chalupas and a small drink.,8,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,3,4,7,4.666666666666667,14,2,5,7.0
HP3975,3975,5fdbae0584b3a90525410347,kw,7.0,Setting a price for retail goods.,8,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,inherited_hpmin,5,7,24,12.0,67,25,37,43.0
HP3976,3976,6772eeb04cc894a8827b1ed1,kw,7.5,This is  like a sale on a reduced to clear item ,8,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,6,6,29,13.666666666666666,67,30,43,46.666666666666664
HP3977,3977,5d2466b24813f6000188f4b4,kw,10.0,Selling an item on Vinted and accepting an offer from a buyer.,8,Abstract stranger,1,1,2,Mutual Benefit / Cooperation,inherited_hpmin,9,7,33,16.333333333333332,80,55,62,65.66666666666667
HP3978,3978,674bfd855d300ddd3a4628ab,kw,8.0,Only some of the control,8,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,1,3,6,3.3333333333333335,5,3,0,2.6666666666666665
HP3979,3979,6613eaa8e44e25e801f85215,kw,10.0,I find this similar to a sale during the holidays when a store or company is reducing its prices,8,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,6,6,30,14.0,65,35,44,48.0
HP3980,3980,5a36d2890006450001bf1d34,kw,12.0,This would be about what I would expect from a Prolific bonus honest.  It would be similar to winning on a scratch off ticket for me.,8,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,4,5,8,5.666666666666667,72,5,12,29.666666666666668
HP3981,3981,66c290bb20faa822520e73e3,kw,12.0,"It’s similar to when you go out to lunch with a friend, and they offer to split the bill a little differently because they forgot their purse at home. You round down the total a bit to make it easier for them.",8,Friend,4,1,1,Moral,gpt_5_6_round7,27,23,52,34.0,14,15,19,16.0
HP3982,3982,663e2e8a4c7d721dca2aa866,kw,6.0,"Competitive price changes to show that there is a change to negotiate the price, depending on other retailer prices.",8,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,7,7,31,15.0,69,40,50,53.0
HP3983,3983,6612fd1462232a5cbec549e3,kw,8.0,Going through a drive-through and deciding to just get a burger instead of the combo meal.,8,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,3,4,8,5.0,8,10,24,14.0
HP3984,3984,63d7cc044d54f16580fa7005,kw,12.0,A reduction due to a flaw.,8,No mention of recipient,0,1,1,Moral,gpt_5_6_round7,6,6,30,14.0,67,35,44,48.666666666666664
HP3985,3985,63ced9adadc38e1acc2b58b6,kw,10.5,Quoting for work and then giving a 25% discount,8,Teammate / coworker,3,1,0,No clear justification,gpt_5_6_round7,11,7,34,17.333333333333332,75,45,53,57.666666666666664
HP3986,3986,6750e0068ca44f6ecff8b70d,kw,9.0,I feel this would be like an item being on sale in a store.,8,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,inherited_hpmin,6,6,30,14.0,64,30,42,45.333333333333336
HP3987,3987,672ed285dbe86b0a33526edd,kw,12.0,Selling something to a friend for less than you paid,8,Friend,4,1,1,Moral,gpt_5_6_round7,18,12,41,23.666666666666668,75,40,56,57.0
HP3988,3988,663e721c25f558c476b26fa6,kw,11.0,I find it similar to something going on a weekly sale .,8,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,6,6,29,13.666666666666666,65,30,41,45.333333333333336
HP3989,3989,67d94f701307ac0887c44909,kw,7.0,It's like someone giving you extra change back after a purchase without asking,8,Abstract stranger,1,1,1,Moral,gpt_5_6_round7,10,19,35,21.333333333333332,13,5,9,9.0
HP3990,3990,5edbaa3a56e98e05e908d8dd,kw,0.0,"if my children had only finished their chores,  but moaning about them. for no reason.",8,Friend,4,1,1,Moral,gpt_5_6_round7,3,4,1,2.6666666666666665,2,0,0,0.6666666666666666
HP3991,3991,667987c18f34110073ae20b7,kw,12.0,That is like reaching a deal between a supplier and reseller so that both can make a profit,8,Anonymous peer,2,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,12,10,47,23.0,91,65,74,76.66666666666667
HP3992,3992,5efec43017f2363e1bf47368,kw,12.0,getting a takeaway with my best friend,8,Friend,4,1,0,No clear justification,gpt_5_6_round7,1,3,7,3.6666666666666665,1,3,4,2.6666666666666665
HP3993,3993,64d542239dcf23c895827837,kw,8.0,that would be like a 33% off sale,8,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,6,6,31,14.333333333333334,66,40,43,49.666666666666664
HP3994,3994,652d611038c822d956559d74,kw,6.0,Knowing that the research could help someone and wanting to charge less but still make it fair.,8,Abstract stranger,1,1,1,Moral,gpt_5_6_round7,20,13,48,27.0,91,75,55,73.66666666666667
HP3995,3995,671fbc862b5c7b635c9980de,kw,8.0,"The core similarity of changing the price by -$4 (resulting in a $8 final price) is that it represents a standard, fair discount or commission split. This is comparable to a typical wholesale arrangement where a producer (you) sells a product to an intermediary (the broker) at a moderately reduced price. By lowering the price by $4, you are acknowledging the broker's role and ensuring they receive a fair, but not excessive, share of the total value ($4 profit/bonus for the broker, compared to your $8 profit/bonus). This discount is seen as a reasonable compromise that incentivizes the broker to complete the sale while you, the data provider, retain the majority of the original value, ensuring a productive and equitable partnership.",8,Teammate / coworker,3,1,2,Mutual Benefit / Cooperation,inherited_hpmin,18,21,58,32.333333333333336,100,98,94,97.33333333333333
HP3996,3996,669596ba18d75e2e696b992e,kw,10.0,This would be similar to buying a Tony's pizza.,8,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,3,4,7,4.666666666666667,12,2,4,6.0
HP3997,3997,5ff7ee108c6cb45141fe8c61,kw,8.0,decreasing the price by 4 to make 8,8,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,inherited_hpmin,3,4,31,12.666666666666666,56,60,47,54.333333333333336
HP3998,3998,63d5438c43c3c41d0ffd96c0,kw,12.0,This is giving over a small share. This would be like when I work supply - the agency keep the small slice.,8,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,35,36,54,41.666666666666664,93,60,69,74.0
HP3999,3999,60d6355b141b39035fda0e50,kw,6.0,"The broker is definitely more like an agent here (but an agent would probably be more likely to take 10%), but then s/he would actually barter for a selling price rather than it being a fixed sum (in our case $12).",8,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,13,10,49,24.0,99,85,88,90.66666666666667
HP4000,4000,59ce5e24aeef3b0001021a58,kw,12.0,Finding a few quid down the side of the sofa you had forgotten about,8,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,1,3,5,3.0,2,0,3,1.6666666666666667
HP4001,4001,6148a744a4927f58c507b905,lt,8.0,A pay rise for good performance,12,No mention of recipient,0,1,1,Moral,gpt_5_6_round7,4,6,15,8.333333333333334,20,42,20,27.333333333333332
HP4002,4002,676cda38d41e0a0ffae1fa4a,lt,10.0,There is so much demand for the product you are selling that you increase the price by four.,12,No mention of recipient,0,1,3,Self-interest,gpt_5_6_round7,7,7,25,13.0,68,42,54,54.666666666666664
HP4003,4003,6695700163bdc868081f582c,lt,7.0,A train service increasing its prices to cover the cost of rising prices and increased maintenance. ,12,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,6,6,23,11.666666666666666,58,27,46,43.666666666666664
HP4004,4004,5ea7f2a576434f0008303441,lt,11.0,Wanting to make a profit and get on in the world.,12,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,inherited_hpmin,6,7,18,10.333333333333334,10,20,25,18.333333333333332
HP4005,4005,5edf3a73f4a50b1de157ff46,lt,8.0,This would be like taking advantage of a naive person. ,12,Abstract stranger,1,1,1,Moral,gpt_5_6_round7,12,10,27,16.333333333333332,6,18,18,14.0
HP4006,4006,6650ecda2657647b60a302eb,lt,10.0,If a client is at a pawn shop selling an item it can haggle the price to increase it by 4.,12,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,inherited_hpmin,8,7,28,14.333333333333334,64,45,56,55.0
HP4007,4007,5fad44ce8b587c0008f18de1,lt,8.0,Winning a small amount on the lottery.,12,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,3,5,8,5.333333333333333,6,6,5,5.666666666666667
HP4008,4008,578bb26f6cc44500010448c8,lt,10.5,It’s in good working order and will last for a good number of years,12,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,0,2,1,1.0,3,3,15,7.0
HP4009,4009,665ac7e640ab88f807fbb0c6,lt,10.5,It is similar to the increase in products due to inflation and the cost-of-living crisis. ,12,No mention of recipient,0,1,3,Self-interest,inherited_hpmin,5,5,20,10.0,48,24,38,36.666666666666664
HP4010,4010,66a8eda4f49a5a822db402ef,lt,8.0,Changing the price by $4 seems like a a realistic mark up that I would expect for a product.,12,No mention of recipient,0,1,3,Self-interest,gpt_5_6_round7,7,7,26,13.333333333333334,61,38,50,49.666666666666664
HP4011,4011,673e0f21862638c66615b402,lt,8.0,Asking for a higher rate when i think my work is worth more,12,No mention of recipient,0,1,1,Moral,gpt_5_6_round7,5,7,28,13.333333333333334,64,48,39,50.333333333333336
HP4012,4012,55a47692fdf99b126e625257,lt,12.0,"This feels more like a job, where I'm being paid for my time.",12,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,5,5,19,9.666666666666666,27,35,21,27.666666666666668
HP4013,4013,6776856f2c66987268831c12,lt,6.5,The item could be very sought for - something  very popular with kids eg labubu. This could mean sellers are able to increase prices due to supply and demand.,12,No mention of recipient,0,1,3,Self-interest,gpt_5_6_round7,6,7,25,12.666666666666666,64,35,52,50.333333333333336
HP4014,4014,5bf1c9d332cb3b0001f6f1c3,lt,10.0,general inflation within retail,12,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,5,5,18,9.333333333333334,48,20,35,34.333333333333336
HP4015,4015,5f25681567da711e51c043ab,lt,9.0,Similar to expecting a free service from someone and not paying them for their time. It is like using a free mortgage broker.,12,Abstract stranger,1,1,1,Moral,gpt_5_6_round7,9,8,20,12.333333333333334,48,50,45,47.666666666666664
HP4016,4016,5f05ef4bd552bc0009e5566c,lt,9.0,Equal to the broker selling price.,12,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,17,8,36,20.333333333333332,81,68,72,73.66666666666667
HP4017,4017,677536fb35bfe170ef2d8f1e,lt,10.5,A situation a while ago when i found £4 in a trouser pocket.,12,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,3,4,5,4.0,3,6,3,4.0
HP4018,4018,6763dc05af46629317e23da3,lt,10.0,Similar to black friday sale discount,12,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,5,6,24,11.666666666666666,25,19,36,26.666666666666668
HP4019,4019,676fac42c5d67b8d23097ec2,lt,12.0,A drug company inflating prices of their products in the knowledge that people will have to pay for it.,12,No mention of recipient,0,1,3,Self-interest,inherited_hpmin,7,7,23,12.333333333333334,46,28,45,39.666666666666664
HP4020,4020,60dc63cf94238618c443b2d9,lt,9.0,increasing the price of an item of clothing above the suggest price recommended by Vinted,12,No mention of recipient,0,1,3,Self-interest,gpt_5_6_round7,8,7,25,13.333333333333334,66,39,54,53.0
HP4021,4021,676766f61c9f4c0f0bdee598,lt,12.0,going out to get food with friends,12,Friend,4,1,0,No clear justification,inherited_hpmin,2,2,3,2.3333333333333335,1,3,3,2.3333333333333335
HP4022,4022,5d4bf8571348c800174c6ecb,lt,11.0,"This is similar to general standard of living. Just to increased prices in everything such as materials, labour, rental costs etc, the rise in price reflects this to help maintain a profit.",12,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,inherited_hpmin,6,6,24,12.0,54,29,43,42.0
HP4023,4023,5c2d0d21e263990001799ef3,lt,6.0,"A harsh increase to him he will stand to make no profit if we are selected. This feels brutal. Like something my parents would do, so I don't want to do that to someone.",12,Friend,4,1,1,Moral,gpt_5_6_round7,20,15,61,32.0,87,64,76,75.66666666666667
HP4024,4024,60170c02d3a5ad927c5ccb77,lt,10.0,Buying a similar item in an upmarket store,12,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,4,5,20,9.666666666666666,35,14,20,23.0
HP4025,4025,6773d37facb21b017a209893,lt,8.0,"for the broker, it would be similar to someone cutting you off in traffic - rude and mildly offensive",12,Abstract stranger,1,1,1,Moral,gpt_5_6_round7,3,2,9,4.666666666666667,76,12,52,46.666666666666664
HP4026,4026,5d3f7902e945e000191de6e4,lt,10.0,maybe too much of a change,12,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,2,3,10,5.0,31,13,15,19.666666666666668
HP4027,4027,5eaeeae9cde8075d1f14c369,lt,12.0,"subscription services rising to ensure that we all pay more for a service we have already been enjoying
",12,Anonymous peer,2,1,3,Self-interest,inherited_hpmin,6,6,22,11.333333333333334,49,24,42,38.333333333333336
HP4028,4028,5a28bf2b8766a40001900b24,lt,11.0,I find this similar to a store increasing its price to meet supply and demand and trends like inflation. This is currently happening right now with the base price of everything increasing.,12,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,inherited_hpmin,6,6,23,11.666666666666666,59,31,43,44.333333333333336
HP4029,4029,662613a0c132844f74a62143,lt,12.0,A person that is selling their data to google,12,Abstract stranger,1,1,2,Mutual Benefit / Cooperation,inherited_hpmin,9,8,24,13.666666666666666,85,62,61,69.33333333333333
HP4030,4030,65181d02b39c0df9f861bdf7,lt,9.0,I find it similar to increasing the price on ebay because the stock is selling really well,12,No mention of recipient,0,1,3,Self-interest,gpt_5_6_round7,8,8,27,14.333333333333334,67,40,54,53.666666666666664
HP4031,4031,672539aa74aa5a08ab440626,lt,11.5,This is roughly the cost of a coffee and a cake.,12,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,3,4,7,4.666666666666667,13,8,5,8.666666666666666
HP4032,4032,65dca5938d478475cf3fe47f,lt,12.0,There is a big demand for your product which has forced the price up.,12,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,inherited_hpmin,6,7,24,12.333333333333334,63,34,52,49.666666666666664
HP4033,4033,5c61c7c590c46f00016a3598,lt,8.0,taking $4 from the other participant,12,Abstract stranger,1,1,0,No clear justification,gpt_5_6_round7,34,34,69,45.666666666666664,10,51,52,37.666666666666664
HP4034,4034,59b73df56039190001eaa9e7,lt,10.0,Finding money on the street.,12,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,4,4,5,4.333333333333333,3,5,2,3.3333333333333335
HP4035,4035,5d403b7d4e509a0019f664f0,lt,5.5,buy one get one 1/2 price,12,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,5,6,25,12.0,30,15,30,25.0
HP4036,4036,5d59cb467ca41f0001e97e1f,lt,9.0,That would be increasing it by 50% to $12 and would be the same amount of money the other participant gets.,12,Abstract stranger,1,1,1,Moral,gpt_5_6_round7,20,16,66,34.0,56,58,61,58.333333333333336
HP4037,4037,67ace3fc5892a4d45463156b,lt,12.0,Like finding money on the street,12,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,4,4,5,4.333333333333333,3,5,2,3.3333333333333335
HP4038,4038,6656119c51d601a4abe8d5e9,lt,12.0,Getting a bus region ticket price wrong,12,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,2,3,5,3.3333333333333335,9,6,4,6.333333333333333
HP4039,4039,631a030ace0fd33c62501d10,lt,9.0,"I characterise money that I don't need for essentials by what either how much time it takes to earn it or by what essentials it would pay for. So, for $4 I transfer that to being the equivalent of being able to buy 4 tins of soup.",12,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,3,4,8,5.0,9,6,4,6.333333333333333
HP4040,4040,67d1926649cf8a4fd2b27d37,lt,12.0,It reminds me of when event tickets become more expensive because demand is high. The organisers raise the price as much as they are allowed because they know people will still buy them.,12,No mention of recipient,0,1,3,Self-interest,inherited_hpmin,6,7,24,12.333333333333334,58,35,50,47.666666666666664
HP4041,4041,5975b75a2356570001085d0c,lt,9.0,I have fallen out with my friend and no longer want to talk to them.  I don't see why I should give them anything at all and take all the sweets leaving them with none.,12,Friend,4,1,3,Self-interest,gpt_5_6_round7,58,65,76,66.33333333333333,7,24,18,16.333333333333332
HP4042,4042,672d2977ae54935ef84a2b74,lt,11.0,It would annoy me to spend more. ,12,No mention of recipient,0,1,3,Self-interest,inherited_hpmin,2,4,6,4.0,5,5,10,6.666666666666667
HP4043,4043,60cb9d680909d3c4756c8a10,lt,10.0,"If the price increased by $4, then I consider a 50% increase of the price. This remind me of the price of fuel, particularly during the COVID-19 pandemic, whereby the prices soared and I feel a 50% increase is probably reasonable during that time period.",12,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,5,5,22,10.666666666666666,53,27,41,40.333333333333336
HP4044,4044,67722aa65639cba87301c81c,lt,8.5,It was a better choice I think.,12,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,3,3,3,3.0,5,2,3,3.3333333333333335
HP4045,4045,683cbc0c0c2d722831c8bc17,lt,12.0,"This is similar to asking for a higher salary after proving your value at a new job you know your work is worth more, so you negotiate for a higher payment.",12,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,inherited_hpmin,5,7,28,13.333333333333334,64,49,39,50.666666666666664
HP4046,4046,67add383589c14add2318b76,lt,6.0,The inflation level increasing.,12,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,4,4,13,7.0,48,20,35,34.333333333333336
HP4047,4047,67769241493edf11292d6766,lt,9.0,When browsing for an online purchase and expected to pay an amount.  Then a delivery charge is added so therefore I am paying more.,12,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,5,6,20,10.333333333333334,36,21,25,27.333333333333332
HP4048,4048,6701db7d27bdd24afded38f2,lt,8.0,Trying to make a profit by selling something on,12,No mention of recipient,0,1,3,Self-interest,gpt_5_6_round7,7,7,25,13.0,64,36,47,49.0
HP4049,4049,5ff96b0f4c41e2257cad88a9,lt,10.0,Where a team member is trying to play a game and splits everything evenly bur gets the maths wrong,12,Teammate / coworker,3,1,1,Moral,gpt_5_6_round7,16,28,43,29.0,4,12,12,9.333333333333334
HP4050,4050,666450bcded6c84b0806511a,lt,9.5,The cost of living crisis where the price of most items is constantly rising with inflation.,12,No mention of recipient,0,1,0,No clear justification,gpt_5_6_round7,5,5,20,10.0,47,23,36,35.333333333333336
HP4051,4051,60a2c2ea04fc6b2de2f14da9,lt,12.0,getting a present from your grandparent for your birthday in a card,12,Friend,4,1,1,Moral,inherited_hpmin,50,41,34,41.666666666666664,3,4,4,3.6666666666666665
HP4052,4052,5e7a6846f0f631000a4e2b9d,lt,10.0,An in-demand product that is worth the price it is being charged.,12,No mention of recipient,0,1,1,Moral,gpt_5_6_round7,5,7,25,12.333333333333334,53,31,43,42.333333333333336
HP4053,4053,6670cffc0b0b33d080d23092,lt,12.0,"The price increase of $4 makes me think about the current market for RAM, which is skyrocketing due to AI. ",12,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,4,5,20,9.666666666666666,49,24,39,37.333333333333336
HP4054,4054,5cdfb5e4b5dcb500011d0d07,lt,12.0,the price of bovril these days,12,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,2,3,6,3.6666666666666665,8,15,5,9.333333333333334
HP4055,4055,60fcc9bd0941136df8103299,lt,10.0,Manufacturing costs increase so the product was increased by $4,12,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,inherited_hpmin,6,6,23,11.666666666666666,59,29,44,44.0
HP4056,4056,5fb4f7b816ba5b1868ac6bd2,lt,12.0,When there is a bidding situation or negotiation with an individual about the price of goods you are selling on line,12,Abstract stranger,1,1,2,Mutual Benefit / Cooperation,inherited_hpmin,8,7,28,14.333333333333334,66,44,56,55.333333333333336
HP4057,4057,673928131ab7d604bcf2c23a,lt,12.0,$12 would be the price,12,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,3,4,13,6.666666666666667,50,18,18,28.666666666666668
HP4058,4058,5f512e03b3a4953287604eed,lt,10.0,This is like an estate agent just bumping up the price of a house randomly,12,No mention of recipient,0,1,1,Moral,gpt_5_6_round7,7,7,24,12.666666666666666,58,28,47,44.333333333333336
HP4059,4059,6286737e656f5b75009aae55,lt,8.0,"being overcharged and greedy. like being asked for double the amount something is worth, or actually when you forget about tax being added to the price of an item",12,No mention of recipient,0,1,1,Moral,gpt_5_6_round7,8,8,20,12.0,28,20,32,26.666666666666668
HP4060,4060,67375e9176409bd468c25d2d,lt,10.0,i think it would be -$8 i am not total sure but this my best guess ,12,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,1,3,5,3.0,4,10,12,8.666666666666666
HP4061,4061,66d045a6b838b2a1ff99653a,lt,10.0,"A nice bonus, this is like finding some money in your pocket that you forgot was there.",12,No mention of recipient,0,1,0,No clear justification,inherited_hpmin,4,5,7,5.333333333333333,6,6,5,5.666666666666667
HP4062,4062,5af3c4e197a14300017d3f49,lt,10.5,Reminds of a negotiating with a graphic designer. They originally quoted $800 for a logo project. After we requested additional work with social media and style guide the price went up by $400. The scope and work expanded so the price went up.,12,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,inherited_hpmin,6,7,28,13.666666666666666,62,39,48,49.666666666666664
HP4063,4063,5ceae0b53060280001a063a0,lt,7.0,Completely mugging the broker off this is not a fair outcome for them if they have made the connections.,12,Abstract stranger,1,1,1,Moral,gpt_5_6_round7,14,12,64,30.0,90,67,70,75.66666666666667
HP4064,4064,616ad0257b1caa4a86077d01,lt,9.0,"That might push the buyer out of range, since he could not make a profit on your data",12,No mention of recipient,0,1,2,Mutual Benefit / Cooperation,gpt_5_6_round7,11,8,46,21.666666666666668,87,62,69,72.66666666666667
HP4065,4065,6102d892986a0f83785e2470,lt,8.0,"It’s like asking for a bit more than usual, maybe like requesting a small raise.",12,No mention of recipient,0,1,3,Self-interest,gpt_5_6_round7,5,7,25,12.333333333333334,59,42,36,45.666666666666664
HP4066,4066,5de81d685a8f94795b893d45,lt,9.0,A grocery chain increasing prices for a better profit,12,No mention of recipient,0,1,3,Self-interest,gpt_5_6_round7,6,6,24,12.0,57,29,45,43.666666666666664
