StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q4,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q224,Q234_First Click,Q234_Last Click,Q234_Page Submit,Q234_Click Count,Q236_First Click,Q236_Last Click,Q236_Page Submit,Q236_Click Count,Q244_First Click,Q244_Last Click,Q244_Page Submit,Q244_Click Count,Q225_First Click,Q225_Last Click,Q225_Page Submit,Q225_Click Count,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,transfer,reasons,beliefs,beliefs_hp,attention_check,story,Q_DataPolicyViolations
2026-04-21 20:18:34,2026-04-21 20:21:28,0,,100,174,1,2026-04-21 20:21:29,R_3GfzNJmxhJ6egqM,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve learned his team earned a bonus for their work. He now has to make a decision whether to keep the bonus all to himself or give some of it to Max who helped out,0,0,2.01,0,9.937,10.353,11.392,2,I just felt it was fair. Not too low but close enough to a 50/50 split,6.653,6.653,9.212,1,,,,,13.329,13.329,14.183,1,0,0,0.21,0,0,3.5,61022a84042923c389bf1499,69e7db94dd0949a98e1b5a99,69e7557895b8b62fbc3c50b8,2.5,I just felt it was fair. Not too low but close enough to a 50/50 split,1.5,1,1,2,
2026-04-21 20:16:06,2026-04-21 20:21:58,0,,100,351,1,2026-04-21 20:21:58,R_3qgnAR9nti81Jmv,,,,,,,anonymous,EN,1,,,1,1,3,2,James had some financial difficulties lately but got an unexpected email from a government welfare agency telling him he would be receiving full aid to help with his expenses. James ran into Mark at the agency and learned that Mark applied but wasn't selected.,0,0,2.007,0,2.91,2.91,4.522,1,"Sending the full amount will lead to the best outcome for both of us, and I just have to trust that my partner will be fair.",3.126,4.558,7.203,2,,,,,7.898,14.402,17.9,2,0,0,0.204,0,0,0,5d4a41890e604c00011ade8b,69e7db008dac0cfdd335def8,69e7557895b8b62fbc3c50b8,6,"Sending the full amount will lead to the best outcome for both of us, and I just have to trust that my partner will be fair.",9,1,1,4,
2026-04-21 20:20:41,2026-04-21 20:22:13,0,,100,92,1,2026-04-21 20:22:13,R_5xNv5dcjhVYmmzf,,,,,,,anonymous,EN,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,698a415e6a281b19f4422966,69e7dc147da6055d43178420,69e7557895b8b62fbc3c50b8,,,,,1,,
2026-04-21 20:17:58,2026-04-21 20:22:39,0,,100,281,1,2026-04-21 20:22:40,R_363zeiuSpWoD8uw,,,,,,,anonymous,EN,1,,,1,1,3,2,"Team leader Steve received a bonus because his team exceeded a sales target. Steve had the option of keeping the entire bonus or sharing it with his teammate Max, who had contributed significantly to the team's success.",0,0,2.108,0,8.117,8.117,11.993,1,The total amount of money I get is certain if I do not send any of it while it is uncertain and out of my control if I send some to the other person.,,,,,12.424,12.424,19.189,1,7.43,7.43,12.356,1,0,0,0.103,0,0,6,63d98dcfa03c130e4599a907,69e7db713075a89dbbac5315,69e7557895b8b62fbc3c50b8,0,The total amount of money I get is certain if I do not send any of it while it is uncertain and out of my control if I send some to the other person.,0,1,1,2,
2026-04-21 20:18:20,2026-04-21 20:23:11,0,,100,291,1,2026-04-21 20:23:12,R_30ztdAfhjrFQbLP,,,,,,,anonymous,EN,1,,,1,1,3,2,James received an email stating that his finances would be paid. He couldn't make up his mind if he should give some to Mark who also applied but did not receive support.,0,0,2.01,0,15.702,15.702,17.064,1,It was right down the middle. I thought that would be best,10.761,10.761,12.344,1,,,,,5.75,5.75,6.81,1,0,0,0.207,0,0,3,67883d53705991d641bb1743,69e7d4ce0dd91d68f0cfac42,69e7557895b8b62fbc3c50b8,3,It was right down the middle. I thought that would be best,4,3,1,4,
2026-04-21 20:20:35,2026-04-21 20:24:44,0,,100,249,1,2026-04-21 20:24:44,R_7ncbev4GX0qMNVv,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve ought to split his bonus, after all, it was a collaborative team effort that allowed them to exceed their sales target. It's only fair that Steve shares his bonus with Max.",0,0,2.021,0,8.254,8.254,11.707,1,"I sent that much in hopes that, out of good will, Player 2 will send back at least the same, if not more after the tripling.",8.318,8.318,9.696,1,,,,,5.792,5.792,6.553,1,0,0,0.22,0,0,1,69a7edd388a125c883b6ef9c,69e7dc0e0bba7cc7844cc740,69e7557895b8b62fbc3c50b8,5,"I sent that much in hopes that, out of good will, Player 2 will send back at least the same, if not more after the tripling.",7.5,3,1,2,
2026-04-21 20:00:45,2026-04-21 20:24:53,0,,100,1447,1,2026-04-21 20:24:54,R_77WhTwY3GdxHtLE,,,,,,,anonymous,EN,1,,,1,1,3,2,James received and unexpected email being eligible for financial assistance whereas his neighbor Mark who applied did not receive it.,0,0,2.007,0,8.509,8.509,12.016,1,I believe what you give away you get to keep. I wanted to share it 50/50 even though theirs will be multiplied by 3.,6.441,13.623,14.795,2,,,,,5.349,14.569,16.293,2,0,0,0.209,0,0,3,67aad067b49c4688a6459b1b,69e7d760ed39153b9dcde1a7,69e7557895b8b62fbc3c50b8,3,I believe what you give away you get to keep. I wanted to share it 50/50 even though theirs will be multiplied by 3.,3,3,1,4,
2026-04-21 20:19:25,2026-04-21 20:25:04,0,,100,338,1,2026-04-21 20:25:04,R_1MMP5wriQr4plQz,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve found out his team was getting a performance bonus. He had to decide if he should keep it all for himself, or give some to his teammate Max, who contributed a lot to the team's success. ",0,0,2.006,0,8.525,51.889,54.006,4,"I believed it was the fair thing to do, sending half the bonus to the other player.",7.133,27.21,28.432,2,,,,,4.495,6.202,7.2,2,0,0,0.202,0,0,3,656535cfb6e6bea3d8637deb,69e7dbc7477884a4223ce2fe,69e7557895b8b62fbc3c50b8,3,"I believed it was the fair thing to do, sending half the bonus to the other player.",3,2,1,2,
2026-04-21 20:25:00,2026-04-21 20:25:09,0,,100,9,1,2026-04-21 20:25:10,R_20SKKE8YAVbrdwE,,,,,,,anonymous,EN,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,587ba380f15d5c0001da70ff,69e7dd1775ba131fc901ed1f,69e7557895b8b62fbc3c50b8,,,,,0,,
2026-04-21 20:18:14,2026-04-21 20:25:56,0,,100,461,1,2026-04-21 20:25:56,R_2MSb0rl70oXV6iW,,,,,,,anonymous,EN,1,,,1,1,3,2,"James applied for financial support and was given it. Mark also applied, but was turned down, James now has the dilemma of keeping all the money he applied for, or give some to Mark. ",0,0,2.004,0,17.796,17.796,20.321,1,Player 2 gets $6 and then has the dilemma of what if any should they send back to player 1. The decision is out of player 1 hand so should not worry.,13.697,21.877,23.553,5,,,,,,,,,0,0,0.208,0,1,4,5ac22f45436f550001ffbad2,69e7db7eb0cb1558cbbacfbc,69e7557895b8b62fbc3c50b8,2,Player 2 gets $6 and then has the dilemma of what if any should they send back to player 1. The decision is out of player 1 hand so should not worry.,2,,1,4,
2026-04-21 20:21:18,2026-04-21 20:26:18,0,,100,299,1,2026-04-21 20:26:18,R_1YoBLKBffRyUBcl,,,,,,,anonymous,EN,1,,,1,1,3,2,James was struggling financially and was finally approved for government assistance. He had to decide whether to help his friend mark who was also struggling but wasn't approved for assistance. ,0,0,2.015,0,14.371,17.615,19.303,3,I wanted to be fair and send half to player 2,8.79,18.571,20.78,6,,,,,6.305,13.028,14.411,2,0,0,0.21,0,0,3,66a595c0e6016ac7f76883d1,69e7dc34477884a4223ce30c,69e7557895b8b62fbc3c50b8,3,I wanted to be fair and send half to player 2,4.5,3,1,4,
2026-04-21 20:26:17,2026-04-21 20:26:32,0,,100,15,1,2026-04-21 20:26:32,R_1dExLlYHPmZiT1b,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,69e7c34b0228e165a5705091,69e7dd623d8ca640bc758fce,69e7557895b8b62fbc3c50b8,,,,,0,,
2026-04-21 20:22:27,2026-04-21 20:27:27,0,,100,300,1,2026-04-21 20:27:27,R_7eF9tm7KLyWcbKv,,,,,,,anonymous,EN,1,,,1,1,3,2,James was selected by the government to get assistance and Mark his neighbor did not. They both need the money. And James was thinking about giving some to his neighbor Mark but he also needs money. It ends with a question of What should he do?,0,0,2.002,0,2.194,2.194,6.146,1,Well if I send it all it will be tripled and hopefully they will send me back half and we both get an equal share.,12.751,12.751,17.158,1,,,,,32.174,32.174,33.091,1,0,0,0.102,0,0,0,69d988a3757931fbcec50842,69e7dc7b1c7d1d6548b7e1b0,69e7557895b8b62fbc3c50b8,6,Well if I send it all it will be tripled and hopefully they will send me back half and we both get an equal share.,9,3,1,4,
2026-04-21 20:23:32,2026-04-21 20:28:17,0,,100,284,1,2026-04-21 20:28:17,R_8984Tgs7h0AntIJ,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve's team exceeded their sales target and were rewarded with a performance bonus.  Steve was directly awarded the bonus and it was up to him to award Max when any of this bonus.  Both worked equally hard to exceed their sales target.,0,0,2.108,0,18.916,22.433,25.77,2,By giving $1.50 I would mean that I would have $4.50 of the bonus.  The $1.50 I have given will be tripled so the other person will also receive $4.50 bonus.,4.312,5.685,6.876,2,,,,,12.163,17.471,18.69,2,0,0,0.211,0,0,4.5,6769c86e21cbe4cb5a672ad8,69e7dcbf9bf1e901a9f2518d,69e7557895b8b62fbc3c50b8,1.5,By giving $1.50 I would mean that I would have $4.50 of the bonus.  The $1.50 I have given will be tripled so the other person will also receive $4.50 bonus.,0,1,1,2,
2026-04-21 20:22:39,2026-04-21 20:29:07,0,,100,388,1,2026-04-21 20:29:08,R_8rJEyuONE32xXn6,,,,,,,anonymous,EN,1,,,1,1,3,2,"James is struggling financially, as is Mark. James was selected for government funding and Mark wasn't, which has led James to struggle with whether he should share the funding or not.",0,0,2.119,0,5.67,9.204,17.612,2,"I wanted to keep some hedged, but also give myself a chance to receive extra funds from a (hopefully) benevolent player.",10.305,10.305,11.185,1,,,,,7.947,7.947,8.501,1,0,0,0.209,0,0,3,5f25419d6c25411a2b68ddd8,69e7dc7de905e48c2b593b63,69e7557895b8b62fbc3c50b8,3,"I wanted to keep some hedged, but also give myself a chance to receive extra funds from a (hopefully) benevolent player.",3,3,1,4,
2026-04-21 20:24:12,2026-04-21 20:29:10,0,,100,297,1,2026-04-21 20:29:12,R_6rJyzLeqW4gluRK,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve's team was given a performance bonus, but the big boss gave Steve the full amount to distribute fairly to his team and now must decide whether to keep everything or give some to his colleague.",0,0,2.122,0,3.121,5.189,11.579,2,"I am using the trust system. If player 2 receives 18 dollars with the knowledge that I gave them my full bonus, I will hope they give me at least six dollars back, so we all walk away happy.",4.112,4.966,6.619,2,,,,,10.36,10.36,11.408,1,0,0,0.212,0,0,0,699bbee7795cdc744a15e54d,69e7dce88c3ef0fc5a778b72,69e7557895b8b62fbc3c50b8,6,"I am using the trust system. If player 2 receives 18 dollars with the knowledge that I gave them my full bonus, I will hope they give me at least six dollars back, so we all walk away happy.",6,2,1,2,
2026-04-21 20:22:23,2026-04-21 20:31:54,0,,100,570,1,2026-04-21 20:31:54,R_3I6EgUidB5HADGa,,,,,,,anonymous,EN,1,,,1,1,3,2,"Its about making a decision between 2 workers who participated and completed a project
the decision to split the reward rest solely on one partner",0,0,2.008,0,7.669,7.669,8.625,1,since its to be multiplied by 3 its a fair amount,13.204,13.204,14.666,1,,,,,,,,,0,0,0.204,0,1,4,6997c8b7066152bb2b4d6eb2,69e7dc6a0337999541f144b3,69e7557895b8b62fbc3c50b8,2,since its to be multiplied by 3 its a fair amount,2,,1,2,
2026-04-21 20:25:30,2026-04-21 20:33:02,0,,100,452,1,2026-04-21 20:33:03,R_6N9qN7DCsT5ZgEp,,,,,,,anonymous,EN,1,,,1,1,3,2,Hw should keep all the money for himself.He doesnt know him well enough to know if he truly needs the money or not.,0,0,2.11,0,14.395,24.424,26.215,2,They would be getting half as much as I would making if fari for both considereing I don't know if they would have given me anything,10.905,13.973,15.274,2,,,,,17.177,21.305,23.077,2,0,0,0.203,0,0,5,66e3bd8718d2a02f04b25efa,69e7dd1e009b64058b1b5a4f,69e7557895b8b62fbc3c50b8,1,They would be getting half as much as I would making if fari for both considereing I don't know if they would have given me anything,0,1,1,4,
2026-04-21 20:33:39,2026-04-21 20:33:50,0,,100,11,1,2026-04-21 20:33:51,R_7MgPUafCcc1yzHR,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,6999ead26224e1a253bcc1d3,69e7df0d4893b78e0b4274cb,69e7557895b8b62fbc3c50b8,,,,,0,,
2026-04-21 20:30:10,2026-04-21 20:34:07,0,,100,237,1,2026-04-21 20:34:07,R_7wqGZfrTKfGVOwh,,,,,,,anonymous,EN,1,,,1,1,3,2,He shoukd keep the money he earned but can help him out wiht anything he needs to help him get on his feet.,0,0,2.009,0,7.458,13.506,14.228,6,THeyll get almost as much as me,4.761,5.823,7.623,2,,,,,,,,,0,0,0.216,0,0,4,578901354a84da00014c41cf,69e7de48d7d152cb5211f7ae,69e7557895b8b62fbc3c50b8,2,THeyll get almost as much as me,2,,1,4,
2026-04-21 20:21:14,2026-04-21 20:34:09,0,,100,775,1,2026-04-21 20:34:10,R_1KtTsmMwRpGPLvH,,,,,,,anonymous,EN,1,,,1,1,3,2,"Two friends seen each other at the welfare agency, and only one received benefits. The friend that received the benefits reflected on whether he should share his benefits with the other that didn't receive benefits.",0,0,2.111,0,26.7,28.78,33.129,2,In hopes that the second player is honest and will be fare.,6.728,16.695,17.522,3,,,,,36.083,36.083,37.742,1,0,0,0.217,0,0,1,69a3415d0ddf655bb5b19e16,69e7dc28b952cad5deddda29,69e7557895b8b62fbc3c50b8,5,In hopes that the second player is honest and will be fare.,2,2,1,4,
2026-04-21 20:28:19,2026-04-21 20:34:19,0,,100,359,1,2026-04-21 20:34:19,R_8dEoTD92toW1jki,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve, the team leader, was working closely with Max on a group project. Their boss told Steve that he was entitled to a perfomance based bonus. However instead of the bonus being split pre payment, it was up to Steve whether he wanted to portion out the bonus or keep it for himself ",0,0,2.111,0,2.834,10.533,11.5,5,split down the middle,1.918,9.831,11.052,2,,,,,1.61,1.61,3.098,1,0,0,0.207,0,0,3,60d4aa208e23c392761da4a9,69e7dddd951238b96696c18d,69e7557895b8b62fbc3c50b8,3,split down the middle,4.5,3.5,1,2,
2026-04-21 20:28:20,2026-04-21 20:36:25,0,,100,485,1,2026-04-21 20:36:26,R_6RzuWekr7yEdncR,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve was allocated a bonus for being the team leader and exceeding the teams sales target. He must now choose whether or not to split the money with his teammate max.,0,0,2.025,0,13.338,16.296,21.286,4,I wanted to trust them but kept $2 just in case they don't send me back anything so I am not left empty handed.,4.727,4.727,8.836,1,,,,,8.613,13.422,15.238,6,0,0,0.107,0,0,2,69a88548792598d4f916b11d,69e7ddd0b3197eb5c0b5d87c,69e7557895b8b62fbc3c50b8,4,I wanted to trust them but kept $2 just in case they don't send me back anything so I am not left empty handed.,0.5,0,1,2,
2026-04-21 20:32:10,2026-04-21 20:37:02,0,,100,292,1,2026-04-21 20:37:03,R_7KRr3X0JlqCWOYN,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve's team was awarded a performance bonus for exceeding their sales target which he then found out would all initially be allocated to him. He has a teammate Max who helped out greatly in the pitch and is wondering how much to give Max or to keep it all for himself like initially intended,0,0,2.111,0,15.5,15.5,17.901,1,I think giving him half of my cut is fair and I hope that he would return the favor after it's multiplied by 3 and give me half back of what I sent him as a gesture of kindness and acknowledgement to my fairness in the first sending.,6.188,20.243,20.756,4,,,,,9.761,9.761,10.592,1,0,0,0.205,0,0,3,69adf2cdaf8da92b2d67c99a,69e7dec511fc8365cc0ccda2,69e7557895b8b62fbc3c50b8,3,I think giving him half of my cut is fair and I hope that he would return the favor after it's multiplied by 3 and give me half back of what I sent him as a gesture of kindness and acknowledgement to my fairness in the first sending.,4.5,3,1,2,
2026-04-21 20:32:11,2026-04-21 20:37:52,0,,100,340,1,2026-04-21 20:37:52,R_2NdcqM3D7cXnt9T,,,,,,,anonymous,EN,1,,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,642f3c4f332e919fb0a2c945,69e7dea78aeb2e229c4149d8,69e7557895b8b62fbc3c50b8,,,,,1,,
2026-04-21 20:38:32,2026-04-21 20:38:40,0,,100,8,1,2026-04-21 20:38:40,R_231liNfkpYx7rJk,,,,,,,anonymous,EN,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,665c9ea10dfa886307f7cb59,69e7e041e407f149c581f0fd,69e7557895b8b62fbc3c50b8,,,,,0,,
2026-04-21 20:31:39,2026-04-21 20:40:09,0,,100,509,1,2026-04-21 20:40:09,R_6ugxBNzjvP5AXeN,,,,,,,anonymous,EN,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,69baff820587007e8a66078f,69e7de9c2c728a2f431d9b72,69e7557895b8b62fbc3c50b8,,,,,1,,
2026-04-21 20:31:09,2026-04-21 20:40:43,0,,100,573,1,2026-04-21 20:40:43,R_2tr6FLyOciCYPBc,,,,,,,anonymous,EN,1,,,1,1,3,2,"James was selected for financial assistance after going experiencing a rough patch. As he went to the agency to collect his money, he met his neighbour Mark. Mark applied for the same financial assistance but wasn't selected. James was left questioning whether he should keep all the money he received or to give some to Mark - a mere acquaintance, but also struggling.",0,0,2.018,0,15.959,26.307,27.6,3,I would send all of it to have it multiplied and then hope to receive more in return but it is too risky. A 50/50 deal is the fairest method but I went 60/40 taking a minor risk if the money is not returned to break even or make profit.,5.631,61.17,64.56,5,,,,,12.185,18.955,20.153,2,0,0,0.205,0,0,2,5f0e1fecdc728111e1f7d093,69e7de84cc01e33d76e33891,69e7557895b8b62fbc3c50b8,4,I would send all of it to have it multiplied and then hope to receive more in return but it is too risky. A 50/50 deal is the fairest method but I went 60/40 taking a minor risk if the money is not returned to break even or make profit.,5,2,1,4,
2026-04-21 20:31:27,2026-04-21 20:41:05,0,,100,577,1,2026-04-21 20:41:05,R_7dr5iwKRRFLAlQR,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve is faced with a tough decision give to him by his director after weeks of long hours and late nights. He is given a bonus payment and has to decide whether or not he wants to give his teammate Max a portion of the bonus. I think Steve should absolutely give Max at least 50% of the bonus maybe a 60/40 split because Steve is the team leader. But either way Max definitely deserves a cut of the bonus payment. ,0,0,2.003,0,21.39,21.39,23.492,1,I chose that amount because I have trust and faith in people to do the right thing and I hope that the person playing number 2 will have the decency to send something back to me. But just in case I at least had to keep a dollar for myself so I had something. But I put my trust in someone. Hoping that they would see that I was sending them most of what I had in hopes that they would take that into consideration and return the favor. ,13.902,18.733,22.072,2,,,,,12.165,12.165,14.425,1,0,0,0.211,0,0,1,695f8b0b74bf85dd2856b11b,69e7de96b55760d43246c45a,69e7557895b8b62fbc3c50b8,5,I chose that amount because I have trust and faith in people to do the right thing and I hope that the person playing number 2 will have the decency to send something back to me. But just in case I at least had to keep a dollar for myself so I had something. But I put my trust in someone. Hoping that they would see that I was sending them most of what I had in hopes that they would take that into consideration and return the favor. ,7.5,3,1,2,
2026-04-21 20:35:30,2026-04-21 20:41:55,0,,100,385,1,2026-04-21 20:41:56,R_3g2tiCJKJQYRisT,,,,,,,anonymous,EN,1,,,1,1,3,2,"James, who was struggling with finances, learned that he would receive government funding assistance. However, his neighbor Mark, an acquaintance who had also applied for funding assistance, was not approved. James now must decide whether he wants to give any of the government assistance money to Mark, and if so, how much.",0,0,2.008,0,1.975,9.309,10.304,3,"I thought that I would split the money evenly. Considering that Player 2 would know how much I had sent (they'd receive $9, so they'd know I sent $3, or half of my take), I assume they might be willing to give back $3 themselves, such that we both get $6. While we could both make more money if I gave Player 2 the full $6, I'd have to rely on them fairly distributing their cut, which is a risk.",2.01,6.577,7.822,3,,,,,13.981,14.977,17.913,2,0,0,0.208,0,0,3,69d660c8f4febe4125377fe4,69e7df8a17347c1521229099,69e7557895b8b62fbc3c50b8,3,"I thought that I would split the money evenly. Considering that Player 2 would know how much I had sent (they'd receive $9, so they'd know I sent $3, or half of my take), I assume they might be willing to give back $3 themselves, such that we both get $6. While we could both make more money if I gave Player 2 the full $6, I'd have to rely on them fairly distributing their cut, which is a risk.",3,1,1,4,
2026-04-21 20:38:47,2026-04-21 20:42:11,0,,100,204,1,2026-04-21 20:42:12,R_62QrdRIlbYOSmHZ,,,,,,,anonymous,EN,1,,,1,1,3,2,Two people who worked together on a project were successful. One of them got rewarded for it and has to decide if he wants to give some of the money to the other person who helped a great deal.,0,0,2.014,0,9.263,13.102,15.564,3,"Because I dont think there's really another participant, think it AI.",,,,,5.851,7.651,8.761,2,3.524,4.892,7.93,2,0,0,0.211,0,0,6,62a0e45a42fe6bdc52816cba,69e7e050877a5405a63693b5,69e7557895b8b62fbc3c50b8,0,"Because I dont think there's really another participant, think it AI.",0,0,1,2,
2026-04-21 20:35:40,2026-04-21 20:42:22,0,,100,401,1,2026-04-21 20:42:22,R_69az5x5XBeODpjM,,,,,,,anonymous,EN,1,,,1,1,3,2,"James was going through financial hardship and was selected to receive government assistance. When he went to collect, he met his neighbor who didn't get selected and was in a dilemma on whether he should keep or share the aid with his neighbor.",0,0,2.008,0,10.322,10.322,16.212,1,"I sent 4 out of the 6 because I while I wanted to maximize the total amount both got, I didn't know if i could 100% trust player 2 so I kept some to be safe.",6.282,6.282,13.822,1,,,,,10.228,11.679,17.686,2,0,0,0.104,0,0,2,64002c54ba91ee5ca1237edb,69e7df938aa1bcfd6082315d,69e7557895b8b62fbc3c50b8,4,"I sent 4 out of the 6 because I while I wanted to maximize the total amount both got, I didn't know if i could 100% trust player 2 so I kept some to be safe.",6,3,1,4,
2026-04-21 20:40:42,2026-04-21 20:43:27,0,,100,165,1,2026-04-21 20:43:28,R_1I3DUQCOWIF9jjP,,,,,,,anonymous,EN,1,,,1,1,3,2,"James was struggling a lot with his finances and the government awarded him with some aid. He has a neighbor who he isn't particularly close with, but he's also struggling and did not get money from the government. James is wondering if he should split it.",0,0,2.006,0,2.783,4.582,5.62,2,"I thought that was the most fair way to do it. I wanted to keep half of it, but I know the other person will end up with 3x my amount and that seems like a win win.",1.651,7.8,8.401,3,,,,,7.472,7.472,8.243,1,0,0,0.105,0,0,3,69416f4716fda7b2fb54b6d9,69e7e0c54dfbc5c9ce50f714,69e7557895b8b62fbc3c50b8,3,"I thought that was the most fair way to do it. I wanted to keep half of it, but I know the other person will end up with 3x my amount and that seems like a win win.",0,0,1,4,
2026-04-21 20:39:23,2026-04-21 20:44:25,0,,100,301,1,2026-04-21 20:44:26,R_7976KchJxv2mZSV,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve's team at work was given a bonus for working hard and exceeding their sales target.  He now has the decision to keep the full bonus or give some to his teammate, Max.",0,0,2.006,0,10.326,16.003,20.737,2,"I wanted to increase my potential earnings, but I didn't trust the other participant enough to send the full $6.",8.25,8.25,11.199,1,,,,,9.96,9.96,13.975,1,0,0,0.21,0,0,3,696045a3e464213c52ceb0bd,69e7e073550c01128cb1d103,69e7557895b8b62fbc3c50b8,3,"I wanted to increase my potential earnings, but I didn't trust the other participant enough to send the full $6.",3,2,1,2,
2026-04-21 20:42:08,2026-04-21 20:44:46,0,,100,158,1,2026-04-21 20:44:47,R_3S4pfEuPqdDlktj,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve's team performed well and he was awarded a bonus.  He was then presented with the option to share the bonus with Max or keep it all to himself.,0,0,2.116,0,1.874,11.893,13.594,3,"Figured if I were to give $2, they'd get $6.  From that $6 they would hopefully send me $1 so we both wind up with $5.",4.667,6.251,8.108,2,,,,,,,,,0,0,0.205,0,0,4,657db322803d004b92721fe8,69e7e1190a3f6b13be560290,69e7557895b8b62fbc3c50b8,2,"Figured if I were to give $2, they'd get $6.  From that $6 they would hopefully send me $1 so we both wind up with $5.",1,,1,2,
2026-04-21 20:39:20,2026-04-21 20:44:47,0,,100,326,1,2026-04-21 20:44:47,R_7XwfeqBohHjBQEF,,,,,,,anonymous,EN,1,,,1,1,3,2,james and mark are broke james gets money but mark has not and james is thinking about what he should do,0,0,2.007,0,7.976,18.018,21.527,5,i chose it becouse i wanted to give the person that amount and also keep a little as well in case he doenst give back any,10.155,20.408,21.527,2,,,,,15.215,15.215,15.892,1,0,0,0.203,0,0,2.5,69a1c8ed891ad172faf6d140,69e7e072bd05803cb3a51baa,69e7557895b8b62fbc3c50b8,3.5,i chose it becouse i wanted to give the person that amount and also keep a little as well in case he doenst give back any,5.5,2,1,4,
2026-04-21 20:41:11,2026-04-21 20:46:37,0,,100,325,1,2026-04-21 20:46:37,R_1isYcA815t7aH2F,,,,,,,anonymous,EN,1,,,1,1,3,2,"James was struggling financially and had applied for a government welfare program months ago. He was accepted to the program and approved for the full amount of aid. On his way to collect the money, he ran into a neighbor who also had applied for the program but had not been accepted. James is now wondering whether or not he should give some of his welfare money to his neighbor.",0,0,2.109,0,10.097,24.927,26.248,4,"I'm hoping that my partner will choose to send at least half of the money back to me, and looking at it as a risky investment with a high potential payoff.",11.835,11.835,16.827,1,,,,,3.692,3.692,5.894,1,0,0,0.203,0,0,2,698e6e41a5a2d7e38deb20d7,69e7e062ffea485210715ee9,69e7557895b8b62fbc3c50b8,4,"I'm hoping that my partner will choose to send at least half of the money back to me, and looking at it as a risky investment with a high potential payoff.",6,3,1,4,
2026-04-21 20:40:23,2026-04-21 20:47:23,0,,100,419,1,2026-04-21 20:47:23,R_8M0tvsSiAiJoFaS,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve and his team were awarded a bonus for exceeding sales. The director allocated the bonus soley to steve as he was the team leader. Steve could share the bonus with his team if he wishes or to keep the bonus for himself.,0,0,2.009,0,21.126,31.31,33.605,2,I sent $5 hoping the other person would have read the instructions carefully and seen i was generous so they might be gerenerous enough in return to share the 3 fold bonus amount they recieved. I kept $1 back in case they might be greedy. ,14.799,14.799,20.498,1,,,,,18.379,19.523,20.022,2,0,0,0.209,0,0,1,5e7886313dacaa3fbb808a67,69e7e0b01bf86fddad7b5988,69e7557895b8b62fbc3c50b8,5,I sent $5 hoping the other person would have read the instructions carefully and seen i was generous so they might be gerenerous enough in return to share the 3 fold bonus amount they recieved. I kept $1 back in case they might be greedy. ,7,2,1,2,
2026-04-21 20:39:52,2026-04-21 20:47:32,0,,100,459,1,2026-04-21 20:47:33,R_1i32GZx5iDDuYRH,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve was given a performance bonus. He was given the decision to give a portion of his bonus to his teammate Max if he wishes or he can keep the bonus to himself. Steve has to make a decision regarding the bonus payout. ,0,0,2.008,0,9.336,9.336,11.824,1,$6.00 was the most amount I can chose to give to player 2. I wanted to be generous!,21.989,21.989,23.214,1,,,,,5.63,14.151,14.846,3,0,0,0.219,0,0,0,5e7eb2d06597cb15048a15e4,69e7e08fe49672a0b6f8761b,69e7557895b8b62fbc3c50b8,6,$6.00 was the most amount I can chose to give to player 2. I wanted to be generous!,12,6,1,2,
