classification_id,memory_key,memory
WCLS12448,"we both share equally, and i think that is for the best. sharing half a cake.","We both share equally, and i think that is for the best. Sharing half a cake."
WCLS12449,we both want to make a little come up so we split half.,We both want to make a little come up so we split half.
WCLS12450,we both went out for dinner and each paid our share.,We both went out for dinner and each paid our share.
WCLS12451,we do not have any outstanding expenses for each other.,We do not have any outstanding expenses for each other.
WCLS12452,we do the same job but i make more than him,WE DO THE SAME JOB BUT I MAKE MORE THAN HIM
WCLS12453,we each had seperate earnings of different amounts and were not in close relationship,We each had seperate earnings of different amounts and were not in close relationship
WCLS12454,we each use our own money to get our own things at a cafe,We each use our own money to get our own things at a cafe
WCLS12455,we equally won something,We equally won something
WCLS12456,we find copper and both work hard to move it and weigh it in. at the end of the day we add up how much we have made and split it equally.,We find copper and both work hard to move it and weigh it in. At the end of the day we add up how much we have made and split it equally.
WCLS12457,we give the same amount to one another.,We give the same amount to one another.
WCLS12458,we have gone 50/50 on a purchase,we have gone 50/50 on a purchase
WCLS12459,we have gone to lunch and we split the bill we each pay 50% of the cost.,We have gone to lunch and we split the bill we each pay 50% of the cost.
WCLS12460,we have no outstanding debts.,We have no outstanding debts.
WCLS12461,we have shared a job and worked equally?,We have shared a job and worked equally?
WCLS12462,we keep what we earned.,We keep what we earned.
WCLS12463,we now have equal amounts,we now have equal amounts
WCLS12464,we split the cost of a food item at a restaurant and go 50/50.,We split the cost of a food item at a restaurant and go 50/50.
WCLS12465,we split the cost of our groceries based on what we bought.,We split the cost of our groceries based on what we bought.
WCLS12466,we split the cost of something - they paid and i owe them my part.,We split the cost of something - they paid and I owe them my part.
WCLS12467,we split the money its even,we split the money its even
WCLS12468,we splt it 50 50 again. i have no issue with that i spose.,we splt it 50 50 again. i have no issue with that i spose.
WCLS12469,"we were assigned a job, he did not show up.","WE were assigned a job, he did not show up."
WCLS12470,we were both assigned the job and i did most of the owkr. i get most of the pay.,We were both assigned the job and I did most of the owkr. I get most of the pay.
WCLS12471,we were both assigned to do the job and somehow he did the majority of the work so he gets the majority of the pay,We were both assigned to do the job and somehow he did the majority of the work so he gets the majority of the pay
WCLS12472,we were supposed to receive the same amount of money but got accidentally sent the wrong amounts from someone else.,We were supposed to receive the same amount of money but got accidentally sent the wrong amounts from someone else.
WCLS12473,we will both have $6.,We will both have $6.
WCLS12474,we will both receiving the same amount because he will sell the survey results for $12.,We will both receiving the same amount because he will sell the survey results for $12.
WCLS12475,"we work hard picking strawberries. but because i'm more nimble, i pick more fruit and as a result i get paid more.","We work hard picking strawberries. But because I'm more nimble, I pick more fruit and as a result I get paid more."
WCLS12476,we would either receive $0 or $12 so this is a risky move with higher stakes,We would either receive $0 or $12 so this is a risky move with higher stakes
WCLS12477,we would end up with the same amount of money,We would end up with the same amount of money
WCLS12478,we would have equal amounts,we would have equal amounts
WCLS12479,we would have the same reward at the end. this would be like sharing some money i have won on the lottery with someone i know and like. it is the fairest decision to make.,We would have the same reward at the end. This would be like sharing some money I have won on the lottery with someone I know and like. It is the fairest decision to make.
WCLS12480,we would then be equal which would be fair to both participants. this would be the best outcome as it's a win win for everyone involved.,We would then be equal which would be fair to both participants. This would be the best outcome as it's a win win for everyone involved.
WCLS12481,we'd be on the same money but they might not need it as much as i do.,We'd be on the same money but they might not need it as much as I do.
WCLS12482,we're splitting the cost for a ride at a park,We're splitting the cost for a ride at a park
WCLS12483,"we've decided to split the winnings fairly - i was paid out all the winnings to a bet, but they were involved in the decision that led to the win","we've decided to split the winnings fairly - i was paid out all the winnings to a bet, but they were involved in the decision that led to the win"
WCLS12484,wealthy people not giving money to charity,Wealthy people not giving money to charity
WCLS12485,welfare payments,welfare payments
WCLS12486,well as the game goes the selection is to stay safe to avoid unnecessary problem and also the fact every one has lead to this definitely can be greed too,Well as the game goes the selection is to stay safe to avoid unnecessary problem and also the fact every one has lead to this definitely can be greed too
WCLS12487,well i will be left with $4 which doesn't buy you anything apart from a pack of gum,Well I will be left with $4 which doesn't buy you anything apart from a pack of gum
WCLS12488,well it is not good. it means you would owe money.,Well it is not good. It means you would owe money.
WCLS12489,"well now it is 12$, so it's the same.","well now it is 12$, so it's the same."
WCLS12490,"well, a situation that i had to give this to a person that did below and had a very negative ulterior motive","Well, a situation that i had to give this to a person that did below and had a very negative ulterior motive"
WCLS12491,"well, i think this is a situation where i am sharing a something between me and my brother during childhood and felt like taking a bigger share.","Well, I think this is a situation where I am sharing a something between me and my brother during childhood and felt like taking a bigger share."
WCLS12492,"well, seems fairer. do they deserve it?","Well, seems fairer. Do they deserve it?"
WCLS12493,"well, this is a good price. it is like running a business with great balance in service and profit such as amazon. whereby you're not totally giving out all your profits to suppliers and brokers","Well, this is a good price. It is like running a business with great balance in service and profit such as amazon. Whereby you're not totally giving out all your profits to suppliers and brokers"
WCLS12494,"well, this is looking like the situation with the government and politicians where they take everything and give practically nothing to the citizens.","Well, this is looking like the situation with the government and politicians where they take everything and give practically nothing to the citizens."
WCLS12495,what do i find it similar too? this is not clear,What do i find it similar too? This is not clear
WCLS12496,what do you mean similar to? i really cant work out ehat you are getting at with this question - are you looking for a monetary amount or a scenario?its really unclear sorry,what do you mean similar to? I really cant work out ehat you are getting at with this question - are you looking for a monetary amount or a scenario?its really unclear sorry
WCLS12497,what i found similar is that people will more likely transfer least money to people they don't know.,What I found similar is that people will more likely transfer least money to people they don't know.
WCLS12498,what i get back from other people - not all - who i help a lot.,What I get back from other people - not all - who I help a lot.
WCLS12499,what i glsave by making my own lunch for work rather than buying it,What i glsave by making my own lunch for work rather than buying it
WCLS12500,"what if you bought something brand new for $20.00 only to find out it had been used, so you take it back to the store, and they give you a refund of $8.00?","What if you bought something brand new for $20.00 only to find out it had been used, so you take it back to the store, and they give you a refund of $8.00?"
WCLS12501,what i’m about to do,what i’m about to do
WCLS12502,what most would do,What most would do
WCLS12503,what my other half would demand,What my other half would demand
WCLS12504,what my other half would demand form me,What my other half would demand form me
WCLS12505,what the hell does this mean? this is really stupid.,What the hell does this mean? This is really stupid.
WCLS12506,what would happen in real life if you were asked to share some money with a stranger,what would happen in real life if you were asked to share some money with a stranger
WCLS12507,what's mine is mine attitude,what's mine is mine attitude
WCLS12508,when a a freind pays for a takeway and the other party has no money at the moment but will pay them back at a later date,When a a freind pays for a takeway and the other party has no money at the moment but will pay them back at a later date
WCLS12509,when a buddy owed me money and kept putting off paying me until i showed up at his house. he said he wouldn't have enough money to order dinner but i told him too bad and took my money.,When a buddy owed me money and kept putting off paying me until I showed up at his house. He said he wouldn't have enough money to order dinner but I told him too bad and took my money.
WCLS12510,when a business does a 1 year anniversary sale,When a business does a 1 year anniversary sale
WCLS12511,"when a charity helps someone out, free of charge.","When a charity helps someone out, free of charge."
WCLS12512,when a charity worker asks you to donate money and you say no,when a charity worker asks you to donate money and you say no
WCLS12513,"when a client gives a gift to one person, but the work was done by more than one person but they have randomly given it to only one person.","When a client gives a gift to one person, but the work was done by more than one person but they have randomly given it to only one person."
WCLS12514,when a company offers a huge discount or intro rate to generate interest in the offering.,when a company offers a huge discount or intro rate to generate interest in the offering.
WCLS12515,when a ex-employee asked to borrow money and i had to tell them no since they would never pay it back and really didn't deserve it.,When a ex-employee asked to borrow money and I had to tell them no since they would never pay it back and really didn't deserve it.
WCLS12516,when a friend and i got a discount on cinema tickets,When a friend and i got a discount on cinema tickets
WCLS12517,"when a friend and you both receive gifts or rewards, but you feel they deserve more, so you give them a bigger share so that things feel fairer between you","when a friend and you both receive gifts or rewards, but you feel they deserve more, so you give them a bigger share so that things feel fairer between you"
WCLS12518,when a friend asked me if they could borrow something but i didn't trust them and needed it myself.,When a friend asked me if they could borrow something but I didn't trust them and needed it myself.
WCLS12519,when a friend has messaged me to say she will get the coffees before i arrive and i owe her the money.,When a friend has messaged me to say she will get the coffees before I arrive and I owe her the money.
WCLS12520,when a friend needed some money but i wanted to buy something at the store i have him only part of what he needed.,When a friend needed some money but I wanted to buy something at the store I have him only part of what he needed.
WCLS12521,"when a greedy person is forced to share, but keeps the lions share for themselves.","when a greedy person is forced to share, but keeps the lions share for themselves."
WCLS12522,when a group of people gave more than half the money to a charity.,when a group of people gave more than half the money to a charity.
WCLS12523,when a group of us got a discount for a group booking saving us all some money,When a group of us got a discount for a group booking saving us all some money
WCLS12524,when a last minute train ticket price suddenly goes up significantly,when a last minute train ticket price suddenly goes up significantly
WCLS12525,when a portion of my tips went to the back of the house.,When a portion of my tips went to the back of the house.
WCLS12526,when a purchase that i would transfer money to them for equals any preexisting debt,when a purchase that i would transfer money to them for equals any preexisting debt
WCLS12527,"when a shop gives a bigger discount, for example reducing something from $8 down to $4.","when a shop gives a bigger discount, for example reducing something from $8 down to $4."
WCLS12528,when a shop holds a 50% off sale,When a shop holds a 50% off sale
WCLS12529,when a student wins a scholarship on their own merit and keeps the full award because the other person didn’t participate or wasn’t eligible,when a student wins a scholarship on their own merit and keeps the full award because the other person didn’t participate or wasn’t eligible
WCLS12530,"when a study is asking me to upload my face for ai training, but wants to pay hardly anything for it, but they're going to make money off it.","When a study is asking me to upload my face for AI training, but wants to pay hardly anything for it, but they're going to make money off it."
WCLS12531,when a transport company offered 6gbp discount,when a transport company offered 6gbp discount
WCLS12532,when a we split the bill between a group of friends and everyone paid they same,When a we split the bill between a group of friends and everyone paid they same
WCLS12533,when asking for money that is not available,When asking for money that is not available
WCLS12534,when black fridays sales finish.,When Black Fridays sales finish.
WCLS12535,when businesses take all your browsing history and data and cookies and use them to their own advantage without even informing you and you get nothing in return for this.,When businesses take all your browsing history and data and cookies and use them to their own advantage without even informing you and you get nothing in return for this.
WCLS12536,when buy from a supermarket i pay the list price.,When buy from a supermarket I pay the list price.
WCLS12537,"when companies take my ideas and feedback in questionnaires and surveys for free. like once a product is delivered and they make you take a short survey and ask for feedback, but you don't receive anything in return.","When companies take my ideas and feedback in questionnaires and surveys for free. Like once a product is delivered and they make you take a short survey and ask for feedback, but you don't receive anything in return."
WCLS12538,when harry splits a butter beer with his two friends,when harry splits a butter beer with his two friends
WCLS12539,when i am donating to the homeless,When I am donating to the homeless
WCLS12540,when i am in need of money in my bank because i am short minus in my account.,When i am in need of money in my bank because I am short minus in my account.
WCLS12541,when i am on a packed public transport and i managed to get on while the other person is not able to,When I am on a packed public transport and I managed to get on while the other person is not able to
WCLS12542,when i am sending money to a friend for bus fare.,When I am sending money to a friend for bus fare.
WCLS12543,when i and a friend spit money we won in half,when i and a friend spit money we won in half
WCLS12544,"when i bought minced meat, thinking the price had dropped, but actually the quantity was less too.","When I bought minced meat, thinking the price had dropped, but actually the quantity was less too."
WCLS12545,when i bought something of ebay. i pay via paypal,when i bought something of ebay. i pay via paypal
WCLS12546,when i brought some groceries at the store and after i tasted a bag of chips they where not good so they charged took only 4 dollars from my total because i tasted the.,When I brought some groceries at the store and after I tasted a bag of chips they where not good so they charged took only 4 dollars from my total because I tasted the.
WCLS12547,when i brought some potatoes at the store and they and my total was -$2 because one bag was free.,When I brought some potatoes at the store and they and my total was -$2 because one bag was free.
WCLS12548,when i brought some shoes and did not get a discount on them.,When I brought some shoes and did not get a discount on them.
WCLS12549,when i buy a pass for my classes which lowers the price by £2,when i buy a pass for my classes which lowers the price by £2
WCLS12550,when i buy some gloves for $4 that i like.,When I buy some gloves for $4 that I like.
WCLS12551,when i decided not to to pay my council tax until i had figured out how much money was coming in,when i decided not to to pay my council tax until i had figured out how much money was coming in
WCLS12552,when i do not make any interest or receive dividend payments for my investments,When i do not make any interest or receive dividend payments for my investments
WCLS12553,when i don't make an effort to involve myself in any side hustles so that my bank account stays at zero and the entities that i owe money to do not get paid.,When I don't make an effort to involve myself in any side hustles so that my bank account stays at zero and the entities that I owe money to do not get paid.
WCLS12554,when i found something on sale at amazon and it was cheaper than i expected,When I found something on sale at amazon and it was cheaper than I expected
WCLS12555,when i gave a friend some of my food but not all of it.,When I gave a friend some of my food but not all of it.
WCLS12556,when i gave less than half of my money to a friend and kept more money for myself.,when i gave less than half of my money to a friend and kept more money for myself.
WCLS12557,when i get my paycheck and don't give any of it to my neighbor.,When I get my paycheck and don't give any of it to my neighbor.
WCLS12558,when i get my paycheck and see the fed has taken what they feel like taking.,When I get my paycheck and see the fed has taken what they feel like taking.
WCLS12559,when i get paid and hope to purchase something but the government has allowed inflation to become so high that the price of the item i wish to buy has increased by 2 dollars so my spending power has been decreased by 2 dollars.,When I get paid and hope to purchase something but the government has allowed inflation to become so high that the price of the item I wish to buy has increased by 2 dollars so my spending power has been decreased by 2 dollars.
WCLS12560,"when i go out with someone and we each pay for ourselves, it is similar to transferring $0.","When I go out with someone and we each pay for ourselves, it is similar to transferring $0."
WCLS12561,when i go to sign a new lease on an apartment i've been living in for four years and the price has gone up so now my income has been decreased by that much each month.,When I go to sign a new lease on an apartment I've been living in for four years and the price has gone up so now my income has been decreased by that much each month.
WCLS12562,when i got a refund for clothing i ordered and they charged me shipping and handling. $4 from my refund.,When I got a refund for clothing I ordered and they charged me shipping and handling. $4 from my refund.
WCLS12563,when i have a bar of chocolate i don't want to share with my partner because he has a different treat,when I have a bar of chocolate I don't want to share with my partner because he has a different treat
WCLS12564,"when i have been out of work before and didn't have much money, but i have still wanted to donate/contribute something to a charitable cause","When I have been out of work before and didn't have much money, but I have still wanted to donate/contribute something to a charitable cause"
WCLS12565,"when i have money in my pocket and someone asks for spare change and i have it, but will not share because i worked hard for the money so why should they get any just because they ask for it?","when i have money in my pocket and someone asks for spare change and i have it, but will not share because i worked hard for the money so why should they get any just because they ask for it?"
WCLS12566,when i have paid for something and the other person hasnt paid anything,When i have paid for something and the other person hasnt paid anything
WCLS12567,when i have paid for the whole thing,when i have paid for the whole thing
WCLS12568,when i have to pay a bill,When I have to pay a bill
WCLS12569,when i have to pay for something like a coffee,when I have to pay for something like a coffee
WCLS12570,when i have to pay for something shopping,when I have to pay for something shopping
WCLS12571,when i help a stranger pay for a bus fare.,When I help a stranger pay for a bus fare.
WCLS12572,when i look to buy a lamp i want a $30 lamp for only $22,When I look to buy a lamp I want a $30 lamp for only $22
WCLS12573,when i lose the original amount i have invested due to lowering interest rates,when I lose the original amount I have invested due to lowering interest rates
WCLS12574,when i offer something for sale on marketplace and ask $4 more for it than what others with similar items are asking.,When I offer something for sale on marketplace and ask $4 more for it than what others with similar items are asking.
WCLS12575,when i once bought something and found out that the store had overcharged me,When I once bought something and found out that the store had overcharged me
WCLS12576,when i pay myself and keep money away for savings,When I pay myself and keep money away for savings
WCLS12577,when i promised to send money for christmas but didn't,When I promised to send money for Christmas but didn't
WCLS12578,when i ruined a piece of clothing that i liked,When I ruined a piece of clothing that I liked
WCLS12579,"when i was a self employed nail technician, i cut my prices down to get more customers and it felt like i was selling my self short and was not charging my worth. charging £25 for a builder gel manicure left my earnings well below minimum wage after i worked out my outgoings and hourly rate (using boss your salon with maddi cook).","When I was a self employed nail technician, I cut my prices down to get more customers and it felt like I was selling my self short and was not charging my worth. Charging £25 for a builder gel manicure left my earnings well below minimum wage after I worked out my outgoings and hourly rate (using boss your salon with maddi cook)."
WCLS12580,when i was a server and would sometimes have another server help me out with a larger party. if i didn't give them any of the tips received it would feel like this scenario because it is taking money from them that they rightfully earned.,When I was a server and would sometimes have another server help me out with a larger party. If I didn't give them any of the tips received it would feel like this scenario because it is taking money from them that they rightfully earned.
WCLS12581,when i was forced to share my drinks and food with 2+ people and ended up with just over a third of what i had planned to have,When I was forced to share my drinks and food with 2+ people and ended up with just over a third of what I had planned to have
WCLS12582,when i was in secondary school both myself and my best friend would be given money in case we wanted a drink or sweets on the way home so i would have given her $2 so we could get the same. she would do the same for me.,When i was in secondary school both myself and my best friend would be given money in case we wanted a drink or sweets on the way home so I would have given her $2 so we could get the same. She would do the same for me.
WCLS12583,when i won a prize on a scratch-off ticket from the lottery i gave a buddy who told me to buy the ticket 25% of the winnings.,When I won a prize on a scratch-off ticket from the lottery I gave a buddy who told me to buy the ticket 25% of the winnings.
WCLS12584,when i worked in a restaurant where the back of house got a portion of our tips.,When I worked in a restaurant where the back of house got a portion of our tips.
WCLS12585,"when i worked on a small project with a friend and we baked treats to sell at a school event and they paid for all the ingredients upfront. when we made £12 profit, it felt fair that they kept a bit more because they covered the costs, but i still got £4 since i helped with the baking and selling","when I worked on a small project with a friend and we baked treats to sell at a school event and they paid for all the ingredients upfront. When we made £12 profit, it felt fair that they kept a bit more because they covered the costs, but I still got £4 since I helped with the baking and selling"
WCLS12586,when i'm given a good discount.,When I'm given a good discount.
WCLS12587,when i'm given a small discount.,When I'm given a small discount.
WCLS12588,when it was 50/50,when it was 50/50
WCLS12589,when looking to buy something and a newer version has come out so they have heavily discounted it,When looking to buy something and a newer version has come out so they have heavily discounted it
WCLS12590,when me the and the wife wanted the same meal from mcdonald's but she needed a couple dollars more to order hers. i have her some to even out our money so we both could by the same meal.,When me the and the wife wanted the same meal from McDonald's but she needed a couple dollars more to order hers. I have her some to even out our money so we both could by the same meal.
WCLS12591,when most of the money is mine but i owe them a little bit,when most of the money is mine but i owe them a little bit
WCLS12592,when my brother asked me for money but i had nothing to send him,When my brother asked me for money but I had nothing to send him
WCLS12593,when my brother asks me for money but i can't send him anything because i'm skint,When my brother asks me for money but I can't send him anything because I'm skint
WCLS12594,when my brother in law did some diy for me. he bought materials and i transferred money to him,when my brother in law did some diy for me. he bought materials and i transferred money to him
WCLS12595,when my colleagues and i received the same amount of tips. we didn't need to share anything,When my colleagues and I received the same amount of tips. We didn't need to share anything
WCLS12596,when my coworkers splitting a bonus unevenly when i did more of the work—offering a meaningful but moderate share that acknowledges the other person without giving away the majority.,When my coworkers splitting a bonus unevenly when i did more of the work—offering a meaningful but moderate share that acknowledges the other person without giving away the majority.
WCLS12597,when my friend is owed only a bit of the money,when my friend is owed only a bit of the money
WCLS12598,when my husband and i go out for coffee we share the expense. if i pay i then draw the necessary amount from his bank account.,When my husband and I go out for coffee we share the expense. If I pay I then draw the necessary amount from his bank account.
WCLS12599,when my niece was skint i transferred some money to her account to help her out,when my niece was skint i transferred some money to her account to help her out
WCLS12600,when my organic shop decreased the price of fruit or vegetables because they were near the expiration date,When my organic shop decreased the price of fruit or vegetables because they were near the expiration date
WCLS12601,when my pal offers me weed and i take it even though i already have enough,when my pal offers me weed and I take it even though I already have enough
WCLS12602,when my partner and i work on a project for a customer and get a tip but my partner doesn't do any work so i refuse to pay.,When my partner and I work on a project for a customer and get a tip but my partner doesn't do any work so I refuse to pay.
WCLS12603,when my partner is somebody that i do not like and have little/no respect for.,When my partner is somebody that I do not like and have little/no respect for.
WCLS12604,when my sibling is short of $4 to buy something so i send it to them to cover the costs.,When my sibling is short of $4 to buy something so I send it to them to cover the costs.
WCLS12605,when my.partner needed £4 because she was instore and short,When my.partner needed £4 because she was instore and short
WCLS12606,when no transaction has taken place,when no transaction has taken place
WCLS12607,when occasionally i meet a beggar on the street an i give the this so they can get a hot meal,when occasionally i meet a beggar on the street an i give the this so they can get a hot meal
WCLS12608,when people are agressive collecting money for themselves on the street,WHEN PEOPLE ARE AGRESSIVE COLLECTING MONEY FOR THEMSELVES ON THE STREET
WCLS12609,"when people follow wills which are unfair in their favour claiming they need to honour the wishes of the deceased, although it is actually in their own interests to follow them","When people follow wills which are unfair in their favour claiming they need to honour the wishes of the deceased, although it is actually in their own interests to follow them"
WCLS12610,when people with higher wealth and assets than me get to escape taxes and get to keep more of their money than the average person does.,When people with higher wealth and assets than me get to escape taxes and get to keep more of their money than the average person does.
WCLS12611,when sharing with my sibling or a friend,When sharing with my sibling or a friend
WCLS12612,when somebody robbed my locker back in school,When somebody robbed my locker back in school
WCLS12613,when someone approaches me in the store parking lot asking for money for a variety of made up reasons,When someone approaches me in the store parking lot asking for money for a variety of made up reasons
WCLS12614,when someone asks me to give them my spare change but i have none and anywy they hav a nice mobile phone and expensive trainers on and smell of drink,when someone asks me to give them my spare change but I have none and anywy they hav a nice mobile phone and expensive trainers on and smell of drink
WCLS12615,when someone is asking you for money and you decide that you will not give them anything,when someone is asking you for money and you decide that you will not give them anything
WCLS12616,when someone owes me for an item i bought for them,when someone owes me for an item i bought for them
WCLS12617,when someone owes you money and didn't give it to you so next time you undercharge them for not giving you the money back,when someone owes you money and didn't give it to you so next time you undercharge them for not giving you the money back
WCLS12618,when someone treats you to a coffee,When someone treats you to a coffee
WCLS12619,"when someone wins a prize in a competition and chooses to donate most of it to help a friend who didn’t win, leaving only a small portion for themselves","when someone wins a prize in a competition and chooses to donate most of it to help a friend who didn’t win, leaving only a small portion for themselves"
WCLS12620,when something doesn't sell well at all.,when something doesn't sell well at all.
WCLS12621,when something goes on sale because of overstock.,when something goes on sale because of overstock.
WCLS12622,when something is on sale,when something is on sale
WCLS12623,when something is on sale but not as good a sale,when something is on sale but not as good a sale
WCLS12624,when something is selling okay.,when something is selling okay.
WCLS12625,when something isn't selling well.,when something isn't selling well.
WCLS12626,when splitting a bill equally in a group,When splitting a bill equally in a group
WCLS12627,when the company offers you a savings to remain a customer of there's as your initial offering ends,when the company offers you a savings to remain a customer of there's as your initial offering ends
WCLS12628,when the market is down and the price has to change,when the market is down and the price has to change
WCLS12629,when the price goes up due to inflation.,When the price goes up due to inflation.
WCLS12630,"when there is a big event, such as the new year sales and firms are trying to attract consumers.","When there is a big event, such as the new year sales and firms are trying to attract consumers."
WCLS12631,when there is a short term push to increase sales.,When there is a short term push to increase sales.
WCLS12632,when there is an increase in demand of the item/service you are selling,When there is an increase in demand of the item/service you are selling
WCLS12633,when they demand money but havent earned it,when they demand money but havent earned it
WCLS12634,when they have not got enough money for something like a bus.,when they have not got enough money for something like a bus.
WCLS12635,when they owe me money,when they owe me money
WCLS12636,when they owed me some money already so the transfer of 0 would equal out any debt,when they owed me some money already so the transfer of 0 would equal out any debt
WCLS12637,"when two classmates are assigned to a project, but one person did all the work and keeps the full credit, because the other didn’t contribute or wasn’t involved","when two classmates are assigned to a project, but one person did all the work and keeps the full credit, because the other didn’t contribute or wasn’t involved"
WCLS12638,when two freinds order a takeaway and split the costs so you send your mate 8 back,when two freinds order a takeaway and split the costs so you send your mate 8 back
WCLS12639,when two friends decide to share something and split it equally and fairly.,when two friends decide to share something and split it equally and fairly.
WCLS12640,"when two people are treated equally in the workplace, and given the same benefits and opportunities.","When two people are treated equally in the workplace, and given the same benefits and opportunities."
WCLS12641,when two people did not share any of their money with people in need.,when two people did not share any of their money with people in need.
WCLS12642,when two people exchange wine bottles. it could be 8 dollars,When two people exchange wine bottles. It could be 8 dollars
WCLS12643,when two people have worked equally hard for something but one is given the chance to share a reward or give more to the other person. that person is feeling generous or feels they will be rewarded by say karma or good fortune if they do so.,When two people have worked equally hard for something but one is given the chance to share a reward or give more to the other person. That person is feeling generous or feels they will be rewarded by say karma or good fortune if they do so.
WCLS12644,"when two siblings receive different amounts of pocket money, and the one who got a little more shares a bit so things feel more balanced","when two siblings receive different amounts of pocket money, and the one who got a little more shares a bit so things feel more balanced"
WCLS12645,"when two teammates earn a shared reward, but one argues that they contributed much more and decides to claim an additional share from the other person","when two teammates earn a shared reward, but one argues that they contributed much more and decides to claim an additional share from the other person"
WCLS12646,when with friends we have purchases a present and decide how much we all pay,when with friends we have purchases a present and decide how much we all pay
WCLS12647,"when you and a friend buy tickets to something, but your friend is short on cash, so you cover a large portion to help them even though you didn’t have to","when you and a friend buy tickets to something, but your friend is short on cash, so you cover a large portion to help them even though you didn’t have to"
WCLS12648,when you are left out of pocket due to a concert/event cancellation as you have already spent money on transport and accommodation and you now can't get that back,When you are left out of pocket due to a concert/event cancellation as you have already spent money on transport and accommodation and you now can't get that back
WCLS12649,when you are trying to sell something and no one is interested so you reduce the price to try and attract a buyer like on online selling sites,When you are trying to sell something and no one is interested so you reduce the price to try and attract a buyer like on online selling sites
WCLS12650,when you are unable to charge as much as you'd like for something because of a fault or error,When you are unable to charge as much as you'd like for something because of a fault or error
WCLS12651,when you ask for a raise and your boss says no,When you ask for a raise and your boss says no
WCLS12652,when you buy some food that you really like only to find that it has increased in price,When you buy some food that you really like only to find that it has increased in price
WCLS12653,when you choose to donate money to a charitable organisation,When you choose to donate money to a charitable organisation
WCLS12654,when you donate all your winnings to charity.,When you donate all your winnings to charity.
WCLS12655,when you get a freebie with your purchase.,When you get a freebie with your purchase.
WCLS12656,when you get extra food or supplies and decide to share some of it with a neighbor,when you get extra food or supplies and decide to share some of it with a neighbor
WCLS12657,when you go shopping and find something has increased in pricing,When you go shopping and find something has increased in pricing
WCLS12658,when you just accept the hand you have been given,When you just accept the hand you have been given
WCLS12659,when you just won the lottery,When you just won the lottery
WCLS12660,when you know the value of the product you have so you refuse to reduce the price,When you know the value of the product you have so you refuse to reduce the price
WCLS12661,when you lend money to an honest friend comes to mind. you give them $8 and you only expect them to pay you $8 in return. so there's no profit or loss in this situation.,When you lend money to an honest friend comes to mind. You give them $8 and you only expect them to pay you $8 in return. So there's no profit or loss in this situation.
WCLS12662,when you lend some money to a work colleague to buy lunch but need to keep some cash back so you can buy lunch as well.,When you lend some money to a work colleague to buy lunch but need to keep some cash back so you can buy lunch as well.
WCLS12663,when you parents take you out to dinner.,When you parents take you out to dinner.
WCLS12664,when you pay companies for a service and they take a percentage fee.,When you pay companies for a service and they take a percentage fee.
WCLS12665,when you were little and your dad gave you money for the shop for you and a younger kid and you buy them less because they are smaller,When you were little and your dad gave you money for the shop for you and a younger kid and you buy them less because they are smaller
WCLS12666,when your dad tells you you no longer owe him the money you were meant to pay back,When your dad tells you you no longer owe him the money you were meant to pay back
WCLS12667,when your go to snack at a wawa stop has gone up.,When your go to snack at a wawa stop has gone up.
WCLS12668,when your work isn't valued as highly as you originally thought,When your work isn't valued as highly as you originally thought
WCLS12669,where data might otherwise be difficult to see and give most of share of price to broker,Where data might otherwise be difficult to see and give most of share of price to broker
WCLS12670,where i feel the reward is all mine and don’t want to be fair eg i dislike the broker,Where I feel the reward is all mine and don’t want to be fair eg I dislike the broker
WCLS12671,where i paid for coffees for myself and friend and asked my friend to transfer their half to me.,Where i paid for coffees for myself and friend and asked my friend to transfer their half to me.
WCLS12672,where i share part of my meal with a friend when they are hungry,Where I share part of my meal with a friend when they are hungry
WCLS12673,where someone has helped with a job,where someone has helped with a job
WCLS12674,where the information is key to other events. paying more to get more in depth analysis.,Where the information is key to other events. Paying more to get more in depth analysis.
WCLS12675,where you are discussing a price for buying something from someone and they agree to cut a little off to encourage you to purchase it.,Where you are discussing a price for buying something from someone and they agree to cut a little off to encourage you to purchase it.
WCLS12676,where you are unsure of who the person is and no reason to send any money.,Where you are unsure of who the person is and no reason to send any money.
WCLS12677,"whether id give to them charity muggers in town, they get nothing","whether id give to them charity muggers in town, they get nothing"
WCLS12678,whether or not i win in the lottery as it is fate that has decided how much i end up with and there is no way of changing it.,Whether or not I win in the lottery as it is fate that has decided how much I end up with and there is no way of changing it.
WCLS12679,which auto to purchase,which auto to purchase
WCLS12680,which auto to purchases,which auto to purchases
WCLS12681,"while out shopping with a family member, i have the opportunity to buy them something that has caught their eye. i decide against it, citing my own financial security.","While out shopping with a family member, I have the opportunity to buy them something that has caught their eye. I decide against it, citing my own financial security."
WCLS12682,"whilst perhaps not legally, morally you are taking off that person.","Whilst perhaps not legally, morally you are taking off that person."
WCLS12683,who transfers zero dollars?,who transfers zero dollars?
WCLS12684,wholesale with no middle man.,Wholesale with no middle man.
WCLS12685,why have i been charged minus eight,why have i been charged minus eight
WCLS12686,"why would i do this, it's like a stubborn protest of whats going on. i mean i can't really think of a similarity here, i guess game show contestants who just bank with whatever they've been given originally and don't do any better in the contest. it's like what's the point.","Why would i do this, it's like a stubborn protest of whats going on. I mean i can't really think of a similarity here, I guess game show contestants who just bank with whatever they've been given originally and don't do any better in the contest. It's like what's the point."
WCLS12687,why would i reduce the price? it makes no sense,Why would I reduce the price? It makes no sense
