"classification_id","memory"
"WCLS12388","very, very generous indeed"
"WCLS12389","Video game discount after being released three months later."
"WCLS12390","Visiting the same hairdresser for the same style and cut as usual."
"WCLS12391","Volunteering your time."
"WCLS12392","Vounteering for no wage"
"WCLS12393","wage theft/wealth hoarding as previously mentioned. I'm stealing part of their wages to get more money for myself."
"WCLS12394","wage theft/wealth hoarding but more extreme than before as there's a greater discrepancy between us."
"WCLS12395","Wages not increasing."
"WCLS12396","Walking away with my money."
"WCLS12397","Walking away without buying him anything to eat."
"WCLS12398","Walking by someone and not exchanging coats"
"WCLS12399","walking down a street and not handing a homeless person anything"
"WCLS12400","Walking into a room standing there for a second then leaving, having done or changed nothing."
"WCLS12401","Walking into a shop and finding that the price has increased"
"WCLS12402","Walking into a shop and seeing a good sale"
"WCLS12403","Walking into a store to just leave right away."
"WCLS12404","Walking past a beggar"
"WCLS12405","Walking past a charity collector"
"WCLS12406","Walking past a homeless person and looking the other way."
"WCLS12407","Walking past a homeless person and not helping."
"WCLS12408","Walking past a homeless person on the street."
"WCLS12409","walking past a person and ignoring them"
"WCLS12410","Walking past someone and ignoring them."
"WCLS12411","Walking past someone in need on the street and not giving them money"
"WCLS12412","Walking past someone in the street and ignoring them."
"WCLS12413","walking past someone that is asking for money"
"WCLS12414","walking past someone who is collecting for charity and not donating."
"WCLS12415","walking past the santa's stationed outside the grocery stores"
"WCLS12416","Walking straight past the homeless person"
"WCLS12417","want to spread some happiness around"
"WCLS12418","Wanting a deal that would seem tempting"
"WCLS12419","Wanting all the money for myself"
"WCLS12420","wanting equal pay for everyone involved"
"WCLS12421","wanting it all to myself."
"WCLS12422","Wanting lots of people to participate"
"WCLS12423","Wanting more money at a garage sale."
"WCLS12424","Wanting to be fair, but earn a little in the process."
"WCLS12425","Wanting to be fair."
"WCLS12426","Wanting to be generous but also wanting something for yourself kinda. Giving to an organization out of duty but perhaps not being able to afford much."
"WCLS12427","wanting to give but also wanting to keep enough for myself"
"WCLS12428","Wanting to give more of a token gesture to someone"
"WCLS12429","wanting to make a profit for the information I have"
"WCLS12430","Wanting to make more of a profit by increasing your prices"
"WCLS12431","Watching the clouds and enjoying the air. Watching them roll and change while being at peace."
"WCLS12432","watching tv with someone"
"WCLS12433","we all gaining the same amount"
"WCLS12434","We are all keeping our money."
"WCLS12435","We are at Dunkin Donuts and I get my best friend the cheapest coffee again after he has comped me with at least 4 coffees in the last 2 weeks."
"WCLS12436","We are both equals as we both have $6"
"WCLS12437","We are close friends."
"WCLS12438","We are cordial to each other."
"WCLS12439","We are enemies."
"WCLS12440","We are equal now and that sits better with me as they are my friend and we should be the same."
"WCLS12441","We are homeless and hungry at a shelter. I have been given nothing to eat yet. My friend has already finished his meal. When I am given mine, I give it to my friend as well, thinking that he might need it more than me."
"WCLS12442","we are no of equal footing"
"WCLS12443","We are the best of friends."
"WCLS12444","We both benefit and win an allocation."
"WCLS12445","We both have our own money and the other isn't in need of any"
"WCLS12446","we both keep our balance"
"WCLS12447","We both purchased a gift and contributed equally to it so I am reimbursing the person their expenses."
"WCLS12448","We both share equally, and i think that is for the best. Sharing half a cake."
"WCLS12449","We both want to make a little come up so we split half."
"WCLS12450","We both went out for dinner and each paid our share."
"WCLS12451","We do not have any outstanding expenses for each other."
"WCLS12452","WE DO THE SAME JOB BUT I MAKE MORE THAN HIM"
"WCLS12453","We each had seperate earnings of different amounts and were not in close relationship"
"WCLS12454","We each use our own money to get our own things at a cafe"
"WCLS12455","We equally won something"
"WCLS12456","We find copper and both work hard to move it and weigh it in. At the end of the day we add up how much we have made and split it equally."
"WCLS12457","We give the same amount to one another."
"WCLS12458","we have gone 50/50 on a purchase"
"WCLS12459","We have gone to lunch and we split the bill we each pay 50% of the cost."
"WCLS12460","We have no outstanding debts."
"WCLS12461","We have shared a job and worked equally?"
"WCLS12462","We keep what we earned."
"WCLS12463","we now have equal amounts"
"WCLS12464","We split the cost of a food item at a restaurant and go 50/50."
"WCLS12465","We split the cost of our groceries based on what we bought."
"WCLS12466","We split the cost of something - they paid and I owe them my part."
"WCLS12467","we split the money its even"
"WCLS12468","we splt it 50 50 again. i have no issue with that i spose."
"WCLS12469","WE were assigned a job, he did not show up."
"WCLS12470","We were both assigned the job and I did most of the owkr. I get most of the pay."
"WCLS12471","We were both assigned to do the job and somehow he did the majority of the work so he gets the majority of the pay"
"WCLS12472","We were supposed to receive the same amount of money but got accidentally sent the wrong amounts from someone else."
"WCLS12473","We will both have $6."
"WCLS12474","We will both receiving the same amount because he will sell the survey results for $12."
"WCLS12475","We work hard picking strawberries. But because I'm more nimble, I pick more fruit and as a result I get paid more."
"WCLS12476","We would either receive $0 or $12 so this is a risky move with higher stakes"
"WCLS12477","We would end up with the same amount of money"
"WCLS12478","we would have equal amounts"
"WCLS12479","We would have the same reward at the end. This would be like sharing some money I have won on the lottery with someone I know and like. It is the fairest decision to make."
"WCLS12480","We would then be equal which would be fair to both participants. This would be the best outcome as it's a win win for everyone involved."
"WCLS12481","We'd be on the same money but they might not need it as much as I do."
"WCLS12482","We're splitting the cost for a ride at a park"
"WCLS12483","we've decided to split the winnings fairly - i was paid out all the winnings to a bet, but they were involved in the decision that led to the win"
"WCLS12484","Wealthy people not giving money to charity"
"WCLS12485","welfare payments"
"WCLS12486","Well as the game goes the selection is to stay safe to avoid unnecessary problem and also the fact every one has lead to this definitely can be greed too"
"WCLS12487","Well I will be left with $4 which doesn't buy you anything apart from a pack of gum"
"WCLS12488","Well it is not good. It means you would owe money."
"WCLS12489","well now it is 12$, so it's the same."
"WCLS12490","Well, a situation that i had to give this to a person that did below and had a very negative ulterior motive"
"WCLS12491","Well, I think this is a situation where I am sharing a something between me and my brother during childhood and felt like taking a bigger share."
"WCLS12492","Well, seems fairer. Do they deserve it?"
"WCLS12493","Well, this is a good price. It is like running a business with great balance in service and profit such as amazon. Whereby you're not totally giving out all your profits to suppliers and brokers"
"WCLS12494","Well, this is looking like the situation with the government and politicians where they take everything and give practically nothing to the citizens."
"WCLS12495","What do i find it similar too? This is not clear"
"WCLS12496","what do you mean similar to? I really cant work out ehat you are getting at with this question - are you looking for a monetary amount or a scenario?its really unclear sorry"
"WCLS12497","What I found similar is that people will more likely transfer least money to people they don't know."
"WCLS12498","What I get back from other people - not all - who I help a lot."
"WCLS12499","What i glsave by making my own lunch for work rather than buying it"
"WCLS12500","What if you bought something brand new for $20.00 only to find out it had been used, so you take it back to the store, and they give you a refund of $8.00?"
"WCLS12501","what i’m about to do"
"WCLS12502","What most would do"
"WCLS12503","What my other half would demand"
"WCLS12504","What my other half would demand form me"
"WCLS12505","What the hell does this mean? This is really stupid."
"WCLS12506","what would happen in real life if you were asked to share some money with a stranger"
"WCLS12507","what's mine is mine attitude"
"WCLS12508","When a a freind pays for a takeway and the other party has no money at the moment but will pay them back at a later date"
"WCLS12509","When a buddy owed me money and kept putting off paying me until I showed up at his house. He said he wouldn't have enough money to order dinner but I told him too bad and took my money."
"WCLS12510","When a business does a 1 year anniversary sale"
"WCLS12511","When a charity helps someone out, free of charge."
"WCLS12512","when a charity worker asks you to donate money and you say no"
"WCLS12513","When a client gives a gift to one person, but the work was done by more than one person but they have randomly given it to only one person."
"WCLS12514","when a company offers a huge discount or intro rate to generate interest in the offering."
"WCLS12515","When a ex-employee asked to borrow money and I had to tell them no since they would never pay it back and really didn't deserve it."
"WCLS12516","When a friend and i got a discount on cinema tickets"
"WCLS12517","when a friend and you both receive gifts or rewards, but you feel they deserve more, so you give them a bigger share so that things feel fairer between you"
"WCLS12518","When a friend asked me if they could borrow something but I didn't trust them and needed it myself."
"WCLS12519","When a friend has messaged me to say she will get the coffees before I arrive and I owe her the money."
"WCLS12520","When a friend needed some money but I wanted to buy something at the store I have him only part of what he needed."
"WCLS12521","when a greedy person is forced to share, but keeps the lions share for themselves."
"WCLS12522","when a group of people gave more than half the money to a charity."
"WCLS12523","When a group of us got a discount for a group booking saving us all some money"
"WCLS12524","when a last minute train ticket price suddenly goes up significantly"
"WCLS12525","When a portion of my tips went to the back of the house."
"WCLS12526","when a purchase that i would transfer money to them for equals any preexisting debt"
"WCLS12527","when a shop gives a bigger discount, for example reducing something from $8 down to $4."
"WCLS12528","When a shop holds a 50% off sale"
"WCLS12529","when a student wins a scholarship on their own merit and keeps the full award because the other person didn’t participate or wasn’t eligible"
"WCLS12530","When a study is asking me to upload my face for AI training, but wants to pay hardly anything for it, but they're going to make money off it."
"WCLS12531","when a transport company offered 6gbp discount"
"WCLS12532","When a we split the bill between a group of friends and everyone paid they same"
"WCLS12533","When asking for money that is not available"
"WCLS12534","When Black Fridays sales finish."
"WCLS12535","When businesses take all your browsing history and data and cookies and use them to their own advantage without even informing you and you get nothing in return for this."
"WCLS12536","When buy from a supermarket I pay the list price."
"WCLS12537","When companies take my ideas and feedback in questionnaires and surveys for free. Like once a product is delivered and they make you take a short survey and ask for feedback, but you don't receive anything in return."
"WCLS12538","when harry splits a butter beer with his two friends"
"WCLS12539","When I am donating to the homeless"
"WCLS12540","When i am in need of money in my bank because I am short minus in my account."
"WCLS12541","When I am on a packed public transport and I managed to get on while the other person is not able to"
"WCLS12542","When I am sending money to a friend for bus fare."
"WCLS12543","when i and a friend spit money we won in half"
"WCLS12544","When I bought minced meat, thinking the price had dropped, but actually the quantity was less too."
"WCLS12545","when i bought something of ebay. i pay via paypal"
"WCLS12546","When I brought some groceries at the store and after I tasted a bag of chips they where not good so they charged took only 4 dollars from my total because I tasted the."
"WCLS12547","When I brought some potatoes at the store and they and my total was -$2 because one bag was free."
"WCLS12548","When I brought some shoes and did not get a discount on them."
"WCLS12549","when i buy a pass for my classes which lowers the price by £2"
"WCLS12550","When I buy some gloves for $4 that I like."
"WCLS12551","when i decided not to to pay my council tax until i had figured out how much money was coming in"
"WCLS12552","When i do not make any interest or receive dividend payments for my investments"
"WCLS12553","When I don't make an effort to involve myself in any side hustles so that my bank account stays at zero and the entities that I owe money to do not get paid."
"WCLS12554","When I found something on sale at amazon and it was cheaper than I expected"
"WCLS12555","When I gave a friend some of my food but not all of it."
"WCLS12556","when i gave less than half of my money to a friend and kept more money for myself."
"WCLS12557","When I get my paycheck and don't give any of it to my neighbor."
"WCLS12558","When I get my paycheck and see the fed has taken what they feel like taking."
"WCLS12559","When I get paid and hope to purchase something but the government has allowed inflation to become so high that the price of the item I wish to buy has increased by 2 dollars so my spending power has been decreased by 2 dollars."
"WCLS12560","When I go out with someone and we each pay for ourselves, it is similar to transferring $0."
"WCLS12561","When I go to sign a new lease on an apartment I've been living in for four years and the price has gone up so now my income has been decreased by that much each month."
"WCLS12562","When I got a refund for clothing I ordered and they charged me shipping and handling. $4 from my refund."
"WCLS12563","when I have a bar of chocolate I don't want to share with my partner because he has a different treat"
"WCLS12564","When I have been out of work before and didn't have much money, but I have still wanted to donate/contribute something to a charitable cause"
"WCLS12565","when i have money in my pocket and someone asks for spare change and i have it, but will not share because i worked hard for the money so why should they get any just because they ask for it?"
"WCLS12566","When i have paid for something and the other person hasnt paid anything"
"WCLS12567","when i have paid for the whole thing"
"WCLS12568","When I have to pay a bill"
"WCLS12569","when I have to pay for something like a coffee"
"WCLS12570","when I have to pay for something shopping"
"WCLS12571","When I help a stranger pay for a bus fare."
"WCLS12572","When I look to buy a lamp I want a $30 lamp for only $22"
"WCLS12573","when I lose the original amount I have invested due to lowering interest rates"
"WCLS12574","When I offer something for sale on marketplace and ask $4 more for it than what others with similar items are asking."
"WCLS12575","When I once bought something and found out that the store had overcharged me"
"WCLS12576","When I pay myself and keep money away for savings"
"WCLS12577","When I promised to send money for Christmas but didn't"
"WCLS12578","When I ruined a piece of clothing that I liked"
"WCLS12579","When I was a self employed nail technician, I cut my prices down to get more customers and it felt like I was selling my self short and was not charging my worth. Charging £25 for a builder gel manicure left my earnings well below minimum wage after I worked out my outgoings and hourly rate (using boss your salon with maddi cook)."
"WCLS12580","When I was a server and would sometimes have another server help me out with a larger party. If I didn't give them any of the tips received it would feel like this scenario because it is taking money from them that they rightfully earned."
"WCLS12581","When I was forced to share my drinks and food with 2+ people and ended up with just over a third of what I had planned to have"
"WCLS12582","When i was in secondary school both myself and my best friend would be given money in case we wanted a drink or sweets on the way home so I would have given her $2 so we could get the same. She would do the same for me."
"WCLS12583","When I won a prize on a scratch-off ticket from the lottery I gave a buddy who told me to buy the ticket 25% of the winnings."
"WCLS12584","When I worked in a restaurant where the back of house got a portion of our tips."
"WCLS12585","when I worked on a small project with a friend and we baked treats to sell at a school event and they paid for all the ingredients upfront. When we made £12 profit, it felt fair that they kept a bit more because they covered the costs, but I still got £4 since I helped with the baking and selling"
"WCLS12586","When I'm given a good discount."
"WCLS12587","When I'm given a small discount."
"WCLS12588","when it was 50/50"
"WCLS12589","When looking to buy something and a newer version has come out so they have heavily discounted it"
"WCLS12590","When me the and the wife wanted the same meal from McDonald's but she needed a couple dollars more to order hers. I have her some to even out our money so we both could by the same meal."
"WCLS12591","when most of the money is mine but i owe them a little bit"
"WCLS12592","When my brother asked me for money but I had nothing to send him"
"WCLS12593","When my brother asks me for money but I can't send him anything because I'm skint"
"WCLS12594","when my brother in law did some diy for me. he bought materials and i transferred money to him"
"WCLS12595","When my colleagues and I received the same amount of tips. We didn't need to share anything"
"WCLS12596","When my coworkers splitting a bonus unevenly when i did more of the work—offering a meaningful but moderate share that acknowledges the other person without giving away the majority."
"WCLS12597","when my friend is owed only a bit of the money"
"WCLS12598","When my husband and I go out for coffee we share the expense. If I pay I then draw the necessary amount from his bank account."
"WCLS12599","when my niece was skint i transferred some money to her account to help her out"
"WCLS12600","When my organic shop decreased the price of fruit or vegetables because they were near the expiration date"
"WCLS12601","when my pal offers me weed and I take it even though I already have enough"
"WCLS12602","When my partner and I work on a project for a customer and get a tip but my partner doesn't do any work so I refuse to pay."
"WCLS12603","When my partner is somebody that I do not like and have little/no respect for."
"WCLS12604","When my sibling is short of $4 to buy something so I send it to them to cover the costs."
"WCLS12605","When my.partner needed £4 because she was instore and short"
"WCLS12606","when no transaction has taken place"
"WCLS12607","when occasionally i meet a beggar on the street an i give the this so they can get a hot meal"
"WCLS12608","WHEN PEOPLE ARE AGRESSIVE COLLECTING MONEY FOR THEMSELVES ON THE STREET"
"WCLS12609","When people follow wills which are unfair in their favour claiming they need to honour the wishes of the deceased, although it is actually in their own interests to follow them"
"WCLS12610","When people with higher wealth and assets than me get to escape taxes and get to keep more of their money than the average person does."
"WCLS12611","When sharing with my sibling or a friend"
"WCLS12612","When somebody robbed my locker back in school"
"WCLS12613","When someone approaches me in the store parking lot asking for money for a variety of made up reasons"
"WCLS12614","when someone asks me to give them my spare change but I have none and anywy they hav a nice mobile phone and expensive trainers on and smell of drink"
"WCLS12615","when someone is asking you for money and you decide that you will not give them anything"
"WCLS12616","when someone owes me for an item i bought for them"
"WCLS12617","when someone owes you money and didn't give it to you so next time you undercharge them for not giving you the money back"
"WCLS12618","When someone treats you to a coffee"
"WCLS12619","when someone wins a prize in a competition and chooses to donate most of it to help a friend who didn’t win, leaving only a small portion for themselves"
"WCLS12620","when something doesn't sell well at all."
"WCLS12621","when something goes on sale because of overstock."
"WCLS12622","when something is on sale"
"WCLS12623","when something is on sale but not as good a sale"
"WCLS12624","when something is selling okay."
"WCLS12625","when something isn't selling well."
"WCLS12626","When splitting a bill equally in a group"
"WCLS12627","when the company offers you a savings to remain a customer of there's as your initial offering ends"
"WCLS12628","when the market is down and the price has to change"
"WCLS12629","When the price goes up due to inflation."
"WCLS12630","When there is a big event, such as the new year sales and firms are trying to attract consumers."
"WCLS12631","When there is a short term push to increase sales."
"WCLS12632","When there is an increase in demand of the item/service you are selling"
"WCLS12633","when they demand money but havent earned it"
"WCLS12634","when they have not got enough money for something like a bus."
"WCLS12635","when they owe me money"
"WCLS12636","when they owed me some money already so the transfer of 0 would equal out any debt"
"WCLS12637","when two classmates are assigned to a project, but one person did all the work and keeps the full credit, because the other didn’t contribute or wasn’t involved"
"WCLS12638","when two freinds order a takeaway and split the costs so you send your mate 8 back"
"WCLS12639","when two friends decide to share something and split it equally and fairly."
"WCLS12640","When two people are treated equally in the workplace, and given the same benefits and opportunities."
"WCLS12641","when two people did not share any of their money with people in need."
"WCLS12642","When two people exchange wine bottles. It could be 8 dollars"
"WCLS12643","When two people have worked equally hard for something but one is given the chance to share a reward or give more to the other person. That person is feeling generous or feels they will be rewarded by say karma or good fortune if they do so."
"WCLS12644","when two siblings receive different amounts of pocket money, and the one who got a little more shares a bit so things feel more balanced"
"WCLS12645","when two teammates earn a shared reward, but one argues that they contributed much more and decides to claim an additional share from the other person"
"WCLS12646","when with friends we have purchases a present and decide how much we all pay"
"WCLS12647","when you and a friend buy tickets to something, but your friend is short on cash, so you cover a large portion to help them even though you didn’t have to"
"WCLS12648","When you are left out of pocket due to a concert/event cancellation as you have already spent money on transport and accommodation and you now can't get that back"
"WCLS12649","When you are trying to sell something and no one is interested so you reduce the price to try and attract a buyer like on online selling sites"
"WCLS12650","When you are unable to charge as much as you'd like for something because of a fault or error"
"WCLS12651","When you ask for a raise and your boss says no"
"WCLS12652","When you buy some food that you really like only to find that it has increased in price"
"WCLS12653","When you choose to donate money to a charitable organisation"
"WCLS12654","When you donate all your winnings to charity."
"WCLS12655","When you get a freebie with your purchase."
"WCLS12656","when you get extra food or supplies and decide to share some of it with a neighbor"
"WCLS12657","When you go shopping and find something has increased in pricing"
"WCLS12658","When you just accept the hand you have been given"
"WCLS12659","When you just won the lottery"
"WCLS12660","When you know the value of the product you have so you refuse to reduce the price"
"WCLS12661","When you lend money to an honest friend comes to mind. You give them $8 and you only expect them to pay you $8 in return. So there's no profit or loss in this situation."
"WCLS12662","When you lend some money to a work colleague to buy lunch but need to keep some cash back so you can buy lunch as well."
"WCLS12663","When you parents take you out to dinner."
"WCLS12664","When you pay companies for a service and they take a percentage fee."
"WCLS12665","When you were little and your dad gave you money for the shop for you and a younger kid and you buy them less because they are smaller"
"WCLS12666","When your dad tells you you no longer owe him the money you were meant to pay back"
"WCLS12667","When your go to snack at a wawa stop has gone up."
"WCLS12668","When your work isn't valued as highly as you originally thought"
"WCLS12669","Where data might otherwise be difficult to see and give most of share of price to broker"
"WCLS12670","Where I feel the reward is all mine and don’t want to be fair eg I dislike the broker"
"WCLS12671","Where i paid for coffees for myself and friend and asked my friend to transfer their half to me."
"WCLS12672","Where I share part of my meal with a friend when they are hungry"
"WCLS12673","where someone has helped with a job"
"WCLS12674","Where the information is key to other events. Paying more to get more in depth analysis."
"WCLS12675","Where you are discussing a price for buying something from someone and they agree to cut a little off to encourage you to purchase it."
"WCLS12676","Where you are unsure of who the person is and no reason to send any money."
"WCLS12677","whether id give to them charity muggers in town, they get nothing"
"WCLS12678","Whether or not I win in the lottery as it is fate that has decided how much I end up with and there is no way of changing it."
"WCLS12679","which auto to purchase"
"WCLS12680","which auto to purchases"
"WCLS12681","While out shopping with a family member, I have the opportunity to buy them something that has caught their eye. I decide against it, citing my own financial security."
"WCLS12682","Whilst perhaps not legally, morally you are taking off that person."
"WCLS12683","who transfers zero dollars?"
"WCLS12684","Wholesale with no middle man."
"WCLS12685","why have i been charged minus eight"
"WCLS12686","Why would i do this, it's like a stubborn protest of whats going on. I mean i can't really think of a similarity here, I guess game show contestants who just bank with whatever they've been given originally and don't do any better in the contest. It's like what's the point."
"WCLS12687","Why would I reduce the price? It makes no sense"
"WCLS12688","Willing to share data for a decent reward"
"WCLS12689","wining some money and giving some to a friend"
"WCLS12690","Winner takes it all in direct competition"
"WCLS12691","Winning a bet against a friend"
"WCLS12692","Winning a bet and not sharing it with anyone else"
"WCLS12693","Winning a bet I put on next to the person that they had no involvement in."
"WCLS12694","Winning a bet that I collected the winnings for but we both picked winners on and staked an even amount."
"WCLS12695","Winning a bet where I staked 1/3rd and the other person staked 2/3rds"
"WCLS12696","Winning a bet where I staked 2/3rds of the money and the other person staked 1/3rd"
"WCLS12697","Winning a competition but you don't reward your partner and ignore his contributions. It is unethical."
"WCLS12698","Winning a free to enter lottery and winning a box of chocolates. The other person looks like they need the chocolates more than me, so give them as much as they want."
"WCLS12699","Winning a free to enter lottery, keeping the lions share and giving the other participant a bit of the prize."
"WCLS12700","winning a game against a stranger on a betting table"
"WCLS12701","Winning a game. You win a prize in a competition and aren’t required to share it with others who didn’t win."
"WCLS12702","Winning a horse racing bet"
"WCLS12703","Winning a little on a scratch ticket."
"WCLS12704","Winning a lottery scratch card"
"WCLS12705","Winning a prize"
"WCLS12706","Winning a prize and giving some away"
"WCLS12707","winning a prize draw"
"WCLS12708","Winning a prize of $12 but my best friend didn't win anything. So I gave him $4"
"WCLS12709","Winning a scratch card"
"WCLS12710","Winning a small amount of money and giving my son a little to spend on treats."
"WCLS12711","winning a small amount on a lottery or game of chance"
"WCLS12712","Winning a small lottery/prize"
"WCLS12713","Winning a syndicate ticket and transferring an equal share to the other person"
"WCLS12714","Winning a vocuher for a free breakfast, and not sharing it with my friend who has nothing to eat"
"WCLS12715","Winning an amount of money and sharing it equally with someone close to me."
"WCLS12716","Winning as part of a team and rewarding the other players"
"WCLS12717","winning at online gambling."
"WCLS12718","Winning gambling"
"WCLS12719","winning less getting less for my money"
"WCLS12720","Winning money and giving most of it to someone else"
"WCLS12721","Winning money and not sharing with my partner."
"WCLS12722","winning money on a scratchcard and not sharing any with the next customer in line"
"WCLS12723","winning more at the bookies"
"WCLS12724","Winning more in life"
"WCLS12725","Winning on a horse race with not good odds"
"WCLS12726","Winning on a scratch card and keeping the money for yourself."
"WCLS12727","Winning on a scratchcard"
"WCLS12728","Winning on the lottery scratchcards and sharing it fairy with my mum."
"WCLS12729","Winning some money on a shared lottery ticket"
"WCLS12730","WInning something and looking at the other participants who didn't win."
"WCLS12731","Winning the lottery"
"WCLS12732","Winning the lottery and sharing 33% with a mate"
"WCLS12733","Winning the lottery as I get an extra bonus."
"WCLS12734","Winning the lottery."
"WCLS12735","Winning two separate prizes"
"WCLS12736","winning £16 on a scatchcard and sharing half with my mum"
"WCLS12737","Wiping someone out in a game of cards and forcing them to leave the table early."
"WCLS12738","Wishing l had purchased yesterday"
"WCLS12739","Witholding payment from someone"
"WCLS12740","work"
"WCLS12741","Work. We are equally trading time"
"WCLS12742","working all day and finding that after taxes i havent really made as much as i thought. i feel disapointed"
"WCLS12743","Working all day then finding you are not getting paid"
"WCLS12744","Working and earning as usual"
"WCLS12745","Working and getting paid"
"WCLS12746","Working as a manger of a group where you earned a slighlyt higher proportion"
"WCLS12747","Working at a base pay job for long hours."
"WCLS12748","Working at a job and boss says he can't pay you what you should recieve."
"WCLS12749","Working at a retail store and a customer asks for a discount but you tell them there's none."
"WCLS12750","Working equally."
"WCLS12751","Working for an agency"
"WCLS12752","Working for yourself and paying no outgoings on the earnings."
"WCLS12753","Working in a an assembly plant"
"WCLS12754","Working in a group scenario where you want it to be fair to everyone"
"WCLS12755","Working in a pair to achieve a common goal and sharing the prise afterwards."
"WCLS12756","working in a team and getting the assignment done on time"
"WCLS12757","Working life"
"WCLS12758","Working on a car and making 12k profit to give your mate 8k cut"
"WCLS12759","Working on a project with a group of people and doing equal amounts of work but keeping all the credit to yourself"
"WCLS12760","Working on a side gig together and you splitting half the pay for the work y'all done."
"WCLS12761","Working out the correct price for an item on www.vinted.com"
"WCLS12762","Working together"
"WCLS12763","Working with a partner on a project when the partner did more of the work and deserved more of the reward"
"WCLS12764","working with the set amout will be fair to both parties"
"WCLS12765","Worth my time with a set time line"
"WCLS12766","would be selfish and wanting to keep for themselves"
"WCLS12767","Would feel unfair to the other person"
"WCLS12768","Would find this similar to giving a few dollars to charity."
"WCLS12769","Would find this similar to giving away something I own and use, like a coat"
"WCLS12770","would get half the amout that the other person gets"
"WCLS12771","Would see it as helping someone out"
"WCLS12772","Would you change the price by 0 if you filled your gas tank with $10.00 and then used $10.00 worth of gas?"
"WCLS12773","Wouldn't be happy with this price"
"WCLS12774","Wow quite generous on one's part"
"WCLS12775","wrong"
"WCLS12776","yep even worse why is this happening"
"WCLS12777","YES, I FIND IT SIMILAR., WE HAD A CLASS GROUP JUST LIKE THIS AND MADE DONATIONS. THAT I HAD TO DETERMINE THE FINAL MONEY TO BE SENT TO THE WIFE OF OUR DECEASED CLASSMATE"
"WCLS12778","yielding to the system decision"
"WCLS12779","You agreed to split half of a meal's price with a friend."
"WCLS12780","You and a co-worker get a $12 bonus, and you decide to give them $4 as a thank you for helping you the most."
"WCLS12781","You and a colleague both get a bonus from work, but yours is noticeably larger. You don’t feel the need to split it entirely, yet you still offer them a small portion because you want to be kind or reduce the gap a bit, without giving up too much yourself."
"WCLS12782","You and a friend are splitting the cost of lunch, and you cover an extra $2 to help them out."
"WCLS12783","You and your friend decide to split a sandwich between you as you are equally hungry."
"WCLS12784","You are a strong believer in equality and fairness so each party should reap the same rewards."
"WCLS12785","you are allowing no profit for the broker. this does not happen in real life"
"WCLS12786","You are being kind and considerate. You are thinking more about them than yourself"
"WCLS12787","You are being selfish. You want to keep all the money for yourself and don't care about the other person."
"WCLS12788","You are being treated out for a meal by a friend."
"WCLS12789","You are being very very selfish. You don't care about the other person at all and are taking from the"
"WCLS12790","You are doing fairly well. The other person isn't so they probably need the money more than you do."
"WCLS12791","You are fair giving some of the money."
"WCLS12792","You are in a better financial position than the other person and want to help them out."
"WCLS12793","You are robbing yourself of some profit. this is like how spotify pays music artists"
"WCLS12794","You are trying to be less selfish but you still want more money for yourself."
"WCLS12795","You aren't changing anything and allowing the randomness of life to exist as it was. Similar to grabbing results from a hat and keeping what you grabbed."
"WCLS12796","You believe in equality but you also think you deserve the money someowhat more than the other person."
"WCLS12797","you bought a new suit and find one of the pockets has a slight slit in it and you bring it back to the store, they say they will take refund you $6.00 PLUS fix the slit."
"WCLS12798","You bought a sandwich because you are hungry and you keep it all to yourself because you are the only person who wants it."
"WCLS12799","you buy a drink of somebody"
"WCLS12800","You buy a sandwich and decide you don't want it anymore so offer it to your friend but they insist you keep some for yourself as it is your sandwich and they feel bad taking the whole thing."
"WCLS12801","you cannot transfer a minus amount"
"WCLS12802","You change the price down in investments which makes shares more appealing to buy."
"WCLS12803","You come across a person asking for money, but you think they're not doing as badly as they say, so you decide to not give them anything."
"WCLS12804","You come across someone who you feel could use a little help getting back on their feet, so you offer a little money to help them out."
"WCLS12805","You create products that are sold in shops. You and the shopkeeper split the profits 50/50."
"WCLS12806","You create products that are sold in shops. You have to give most of the profits to the shopkeeper."
"WCLS12807","You create products that are sold in shops. You keep most of the profit, but the shop keeper has some too."
"WCLS12808","You create products that are sold in shops. Your friend offers to sell it in their shop for free as a favour."
"WCLS12809","You decide not only to not donate to charity, but you steal all their money as well."
"WCLS12810","You decide you don't want to donate to charity and keep all your money to yourself"
"WCLS12811","You desperately need something and you're willing to do whatever it takes."
"WCLS12812","You do not care about the other person so you keep all the money for yourself."
"WCLS12813","You do not support whatever the money is being requested for."
"WCLS12814","You donate some money to charity so that you have equal amounts."
"WCLS12815","You donate to charity so that the charity has more money than you."
"WCLS12816","You each participated in a lottery and you won 12 and you shared half with the other person"
"WCLS12817","You earn money to by a present for a relative but want to keep some for yourself for extra life costs you need to cover."
"WCLS12818","you feel like someone is a little more hungry than you so you give them a couple more $ to get the food they want"
"WCLS12819","You feel you have somewhat of an excess of money, and you know of someone in need."
"WCLS12820","You feel you've received what you were supposed to."
"WCLS12821","You get a $4 coupon for McDonalds meal."
"WCLS12822","you get a product at the advertised price from a third party vendor"
"WCLS12823","you get half of the money which would be $6"
"WCLS12824","you get what you get...not trading."
"WCLS12825","You get what you paid for"
"WCLS12826","You getting paid, while they were on their weekend."
"WCLS12827","You give away a percentage of the money, but still keep more for yourself because you feel you have earned it."
